PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_FT_PCT,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,DRIVE_PF,DRIVE_PF_PCT
1641775,Jordan Walsh,1610612738,BOS,22,14,8,21.3,1.4,0.3,0.6,0.429,0,0,0,0.5,0.4,0.6,0.467,0.1,0.1,0.1,0.067,0,0
1630631,Jose Alvarado,1610612740,NOP,26,5,21,22.3,5.5,0.9,2,0.462,0.3,0.4,0.8,2.2,0.401,2.8,0.521,0.7,0.134,0.3,0.063,0.2,0.035
1630581,Josh Giddey,1610612741,CHI,23,10,13,33.7,17.9,3,6.4,0.459,2.3,3,0.771,8.4,0.472,8.3,0.465,2,0.109,1.3,0.073,1.5,0.085
1630182,Josh Green,1610612766,CHA,2,1,1,16.2,1.5,0.5,0.5,1,0,0,0,1,0.667,1,0.667,0,0,0,0,0,0
1628404,Josh Hart,1610612752,NYK,24,17,7,29.7,5.4,1.5,2.7,0.554,0.4,0.5,0.75,3.5,0.651,1.8,0.341,0.8,0.147,0.4,0.078,0.3,0.047
1631169,Josh Minott,1610612738,BOS,25,15,10,19,1.4,0.2,0.6,0.286,0,0.1,0.5,0.4,0.278,0.8,0.528,0.4,0.25,0,0.028,0.1,0.056
1629006,Josh Okogie,1610612745,HOU,23,16,7,21.2,1.9,0.2,0.6,0.385,0.4,0.5,0.75,0.8,0.432,0.9,0.455,0.2,0.114,0.1,0.068,0.3,0.136
201950,Jrue Holiday,1610612757,POR,12,6,6,33.4,12.5,2.1,4.5,0.463,0.4,0.5,0.833,4.7,0.373,6.8,0.547,1.9,0.153,0.7,0.053,0.3,0.02
1630577,Julian Champagnie,1610612759,SAS,25,18,7,28.7,2.2,0.3,0.9,0.364,0.3,0.3,1,1,0.444,1,0.481,0.1,0.056,0.1,0.037,0.2,0.074
1641763,Julian Phillips,1610612741,CHI,22,9,13,10.1,0.3,0,0.1,0.333,0.1,0.1,1,0.2,0.667,0.1,0.333,0,0,0,0,0,0.167
1631124,Julian Strawther,1610612743,DEN,9,9,0,7.9,2,0.7,1.2,0.545,0.1,0.2,0.5,1.6,0.778,0.4,0.222,0.1,0.056,0.1,0.056,0.1,0.056
203944,Julius Randle,1610612750,MIN,26,17,9,33.8,11.7,2.8,4.8,0.571,2.5,3.1,0.8,8.3,0.711,4.4,0.374,1.4,0.121,0.6,0.052,1.5,0.131
1630551,Justin Champagnie,1610612764,WAS,22,3,19,14.2,0.7,0.1,0.4,0.25,0.4,0.4,1,0.5,0.75,0.2,0.25,0.1,0.125,0,0,0.2,0.25
1642348,Justin Edwards,1610612755,PHI,22,14,8,16.9,2.3,0.5,1,0.522,0.2,0.3,0.833,1.4,0.588,0.8,0.333,0.2,0.098,0.2,0.098,0.1,0.059
203994,Jusuf Nurkić,1610612762,UTA,23,8,15,24.2,1,0.2,0.4,0.444,0.2,0.2,1,0.5,0.545,0.3,0.318,0,0,0.1,0.136,0.1,0.091
1642354,KJ Simpson,1610612766,CHA,13,4,9,16.2,4.2,0.9,2.7,0.343,0.3,0.5,0.667,2.2,0.527,1.2,0.273,0.7,0.164,0.1,0.018,0.2,0.055
1626157,Karl-Anthony Towns,1610612752,NYK,24,17,7,33.2,7.8,2.2,4.3,0.515,2.3,2.5,0.9,6.9,0.892,1.5,0.188,0.3,0.038,0.6,0.075,1.3,0.161
1631255,Karlo Matković,1610612740,NOP,17,4,13,11,0.2,0,0.1,0,0,0,0,0,0,0.2,0.75,0,0,0,0,0,0
1642857,Kasparas Jakučionis,1610612748,MIA,1,1,0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202695,Kawhi Leonard,1610612746,LAC,16,4,12,32.6,9.7,2.4,5.1,0.469,1.5,1.5,1,6.4,0.658,3.3,0.342,0.9,0.09,0.4,0.045,0.8,0.077
1630811,Keaton Wallace,1610612737,ATL,25,14,11,14,3.2,0.4,1.1,0.357,0.2,0.3,0.5,1,0.316,1.7,0.532,0.4,0.114,0.1,0.038,0.2,0.051
1631099,Keegan Murray,1610612758,SAC,11,3,8,37,6.1,1.8,3.5,0.513,0.5,1.1,0.5,4.2,0.687,1.5,0.239,0.1,0.015,0.4,0.06,0.5,0.09
1642276,Kel'el Ware,1610612748,MIA,24,13,11,23.9,0.3,0.1,0.2,0.5,0.1,0.1,1,0.3,0.75,0,0,0,0,0.1,0.375,0,0.125
1629640,Keldon Johnson,1610612759,SAS,25,18,7,23.6,5.3,1.7,2.7,0.632,0.5,0.7,0.722,4.2,0.782,1.7,0.323,0.4,0.075,0.4,0.083,0.4,0.068
203482,Kelly Olynyk,1610612759,SAS,14,10,4,11.2,1.3,0.2,0.6,0.375,0.4,0.4,0.833,0.8,0.611,0.4,0.333,0.1,0.056,0.1,0.056,0.2,0.167
1626162,Kelly Oubre Jr.,1610612755,PHI,12,7,5,34.8,4.9,2,3.4,0.585,0.8,1,0.75,5.1,1.034,0.5,0.102,0.2,0.034,0.4,0.085,0.5,0.102
1629026,Kenrich Williams,1610612760,OKC,7,7,0,16,1.9,0.4,0.7,0.6,0.3,0.6,0.5,1.1,0.615,0.7,0.385,0.4,0.231,0.1,0.077,0.3,0.154
203484,Kentavious Caldwell-Pope,1610612763,MEM,26,12,14,22,3.2,0.5,1.5,0.359,0.4,0.5,0.786,1.5,0.488,1.2,0.378,0.4,0.134,0.1,0.037,0.3,0.085
1631165,Keon Ellis,1610612758,SAC,24,5,19,16.9,1,0.2,0.4,0.4,0,0.1,0,0.3,0.333,0.5,0.458,0,0,0.1,0.083,0,0.042
1642352,Keshad Johnson,1610612748,MIA,10,6,4,11.9,2,0.3,0.7,0.429,0,0,0,0.6,0.3,1,0.5,0,0,0.3,0.15,0,0
201142,Kevin Durant,1610612745,HOU,21,14,7,35.8,10.3,3.1,6,0.512,1.3,1.5,0.844,7.8,0.751,2.4,0.235,0.6,0.06,0.8,0.074,0.8,0.074
1628989,Kevin Huerter,1610612741,CHI,20,9,11,24.1,4.3,1,1.9,0.5,0.9,0.9,0.944,2.8,0.651,1.6,0.372,0.3,0.07,0.3,0.07,0.5,0.105
201567,Kevin Love,1610612762,UTA,15,5,10,15,0.4,0,0.1,0,0.2,0.3,0.75,0.2,0.5,0.1,0.167,0,0,0.1,0.167,0.1,0.333
1641755,Kevin McCullar Jr.,1610612752,NYK,1,1,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
