CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
1630568,Luka Garza,1610612738,BOS,C,27,44,44,1,182,370,0.492,0.485,0.007
1630591,Jalen Suggs,1610612753,ORL,G,24,33,33,1,182,369,0.493,0.469,0.024
1630533,Ziaire Williams,1610612751,BKN,F,24,38,38,1,176,368,0.478,0.461,0.018
1642954,Will Richard,1610612744,GSW,G,23,47,47,1,178,367,0.485,0.462,0.023
1631243,Mouhamed Gueye,1610612737,ATL,F,23,53,53,1,161,367,0.439,0.485,-0.046
1630198,Isaiah Joe,1610612760,OKC,G,26,47,47,1,165,363,0.455,0.459,-0.004
1642346,Ryan Dunn,1610612756,PHX,F,23,48,48,1,160,363,0.441,0.467,-0.027
202699,Tobias Harris,1610612765,DET,F,33,37,37,1,154,361,0.427,0.47,-0.043
1641775,Jordan Walsh,1610612738,BOS,G,21,46,46,1,164,360,0.456,0.468,-0.012
1642266,Ja'Kobe Walter,1610612761,TOR,G,21,45,45,1,172,360,0.478,0.466,0.012
1630532,Franz Wagner,1610612753,ORL,F,24,28,28,1,177,359,0.493,0.473,0.02
2544,LeBron James,1610612747,LAL,F,41,36,36,1,171,357,0.479,0.468,0.011
1641737,Adem Bona,1610612755,PHI,F,22,45,45,1,164,357,0.459,0.481,-0.021
1641842,Ronald Holland II,1610612765,DET,F,20,49,49,1,154,355,0.434,0.458,-0.025
1628379,Luke Kennard,1610612747,LAL,G,29,49,49,1,181,354,0.511,0.452,0.059
1627741,Buddy Hield,1610612737,ATL,G,33,45,45,1,173,353,0.49,0.463,0.027
1642349,Ajay Mitchell,1610612760,OKC,G,23,43,43,1,133,352,0.378,0.454,-0.076
1628392,Isaiah Hartenstein,1610612760,OKC,C-F,27,30,30,1,147,341,0.431,0.488,-0.057
1629750,Javonte Green,1610612765,DET,G,32,52,52,1,155,340,0.456,0.472,-0.017
1631246,Vince Williams Jr.,1610612762,UTA,G,25,38,38,1,146,340,0.429,0.466,-0.037
1642920,Kobe Sanders,1610612746,LAC,G,23,46,46,1,161,338,0.476,0.461,0.016
1629012,Collin Sexton,1610612741,CHI,G,27,45,45,1,154,338,0.456,0.458,-0.003
1629048,Goga Bitadze,1610612753,ORL,C-F,26,42,42,1,156,336,0.464,0.483,-0.019
1630543,Isaiah Jackson,1610612746,LAC,F,24,39,39,1,170,335,0.507,0.496,0.012
1642874,Danny Wolf,1610612751,BKN,F,21,38,38,1,149,335,0.445,0.471,-0.026
1630631,Jose Alvarado,1610612752,NYK,G,27,44,44,1,169,335,0.504,0.464,0.04
203114,Khris Middleton,1610612742,DAL,F,34,36,36,1,153,334,0.458,0.473,-0.015
1631321,Sidy Cissoko,1610612757,POR,G,21,48,48,1,164,333,0.492,0.464,0.028
201587,Nicolas Batum,1610612746,LAC,G-F,37,50,50,1,170,332,0.512,0.465,0.047
203903,Jordan Clarkson,1610612752,NYK,G,33,50,50,1,165,330,0.5,0.453,0.047
1642848,Tre Johnson,1610612764,WAS,G,19,40,40,1,159,330,0.482,0.457,0.025
1629006,Josh Okogie,1610612745,HOU,G,27,51,51,1,160,327,0.489,0.467,0.022
202691,Klay Thompson,1610612742,DAL,G,36,49,49,1,132,324,0.407,0.459,-0.051
202685,Jonas Valančiūnas,1610612743,DEN,C,33,43,43,1,161,323,0.498,0.49,0.008
1641711,Gradey Dick,1610612761,TOR,G-F,22,53,53,1,165,321,0.514,0.451,0.063
1629057,Robert Williams III,1610612757,POR,C-F,28,38,38,1,135,320,0.422,0.477,-0.055
1630529,Herbert Jones,1610612740,NOP,F,27,33,33,1,162,319,0.508,0.479,0.028
1629661,Cameron Johnson,1610612743,DEN,F,29,31,31,1,148,319,0.464,0.461,0.003
201144,Mike Conley,1610612750,MIN,G,38,44,44,1,155,318,0.487,0.464,0.023
203076,Anthony Davis,1610612764,WAS,F-C,32,20,20,1,144,313,0.46,0.499,-0.039
1641767,Ben Sheppard,1610612754,IND,G,24,44,44,1,145,313,0.463,0.46,0.003
1629632,Coby White,1610612766,CHA,G,26,29,29,1,151,313,0.482,0.461,0.022
1628370,Malik Monk,1610612758,SAC,G,28,43,43,1,151,312,0.484,0.451,0.033
1642262,Cody Williams,1610612762,UTA,F,21,40,40,1,152,310,0.49,0.461,0.029
1642928,Dylan Cardwell,1610612758,SAC,C,24,29,29,1,138,309,0.447,0.484,-0.038
1642277,Johnny Furphy,1610612754,IND,G,21,34,34,1,160,308,0.519,0.464,0.056
1629018,Gary Trent Jr.,1610612749,MIL,G,27,45,45,1,148,306,0.484,0.457,0.026
1629636,Darius Garland,1610612746,LAC,G,26,26,26,1,155,304,0.51,0.458,0.051
1642844,Dylan Harper,1610612759,SAS,G,19,43,43,1,126,301,0.419,0.454,-0.035
1630611,Gui Santos,1610612744,GSW,F,23,41,41,1,146,301,0.485,0.47,0.015
1642864,Hugo González,1610612738,BOS,G,20,48,48,1,125,300,0.417,0.459,-0.043
1630241,Sam Merrill,1610612739,CLE,G,29,31,31,1,143,300,0.477,0.468,0.008
202331,Paul George,1610612755,PHI,F,35,27,27,1,146,298,0.49,0.468,0.022
1627751,Jakob Poeltl,1610612761,TOR,C,30,22,22,1,144,296,0.486,0.481,0.005
1631097,Bennedict Mathurin,1610612746,LAC,G-F,23,30,30,1,149,296,0.503,0.47,0.034
1629020,Jarred Vanderbilt,1610612747,LAL,F,26,44,44,1,137,292,0.469,0.474,-0.005
203991,Clint Capela,1610612745,HOU,C,31,47,47,1,120,288,0.417,0.485,-0.069
1630538,Bones Hyland,1610612750,MIN,G,25,45,45,1,141,287,0.491,0.458,0.033
1631106,Tari Eason,1610612745,HOU,F,24,31,31,1,140,286,0.49,0.469,0.02
203507,Giannis Antetokounmpo,1610612749,MIL,F,31,30,30,1,127,286,0.444,0.479,-0.035
203484,Kentavious Caldwell-Pope,1610612763,MEM,G,33,50,50,1,157,286,0.549,0.462,0.086
1628366,Lonzo Ball,1610612739,CLE,G,28,35,35,1,120,285,0.421,0.463,-0.042
1627734,Domantas Sabonis,1610612758,SAC,F-C,29,19,19,1,164,285,0.575,0.511,0.064
1627747,Caris LeVert,1610612765,DET,G,31,36,36,1,127,284,0.447,0.458,-0.011
1641740,Jaylen Clark,1610612750,MIN,G,24,52,52,1,120,284,0.423,0.465,-0.043
1641772,Nae'Qwan Tomlin,1610612739,CLE,F,25,43,43,1,129,284,0.454,0.469,-0.015
203939,Dwight Powell,1610612742,DAL,F-C,34,36,36,1,143,282,0.507,0.494,0.014
1642272,Jared McCain,1610612760,OKC,G,21,40,40,1,141,280,0.504,0.455,0.048
1631255,Karlo Matković,1610612740,NOP,F-C,24,43,43,1,122,278,0.439,0.479,-0.04
1630557,Corey Kispert,1610612737,ATL,F,26,35,35,1,126,278,0.453,0.46,-0.007
1641731,Bilal Coulibaly,1610612764,WAS,G,21,33,33,1,135,277,0.487,0.482,0.005
1631126,Caleb Love,1610612757,POR,G,24,43,43,1,134,276,0.486,0.457,0.028
201950,Jrue Holiday,1610612757,POR,G,35,27,27,1,126,274,0.46,0.468,-0.009
1628997,Caleb Martin,1610612742,DAL,F,30,45,45,1,125,273,0.458,0.468,-0.01
1629673,Jordan Poole,1610612740,NOP,G,26,28,28,1,122,272,0.449,0.452,-0.003
1642948,Ryan Nembhard,1610612742,DAL,G,22,38,38,1,123,272,0.452,0.466,-0.013
1631099,Keegan Murray,1610612758,SAC,F,25,19,19,1,142,271,0.524,0.488,0.036
1641757,Jordan Miller,1610612746,LAC,G,26,32,32,1,120,271,0.443,0.453,-0.01
1630534,Ochai Agbaji,1610612751,BKN,G,25,41,41,1,115,270,0.426,0.457,-0.031
1627936,Alex Caruso,1610612760,OKC,G,31,37,37,1,121,269,0.45,0.472,-0.022
203932,Aaron Gordon,1610612743,DEN,F,30,23,23,1,120,269,0.446,0.484,-0.038
1627780,Gary Payton II,1610612744,GSW,G,33,48,48,1,128,268,0.478,0.476,0.001
1631248,Baylor Scheierman,1610612738,BOS,G,25,46,46,1,116,263,0.441,0.46,-0.019
1642450,Daniss Jenkins,1610612765,DET,G,24,41,41,1,124,262,0.473,0.455,0.018
1641707,Taylor Hendricks,1610612763,MEM,F,22,35,35,1,126,261,0.483,0.473,0.01
1630192,Zeke Nnaji,1610612743,DEN,F-C,25,33,33,1,106,259,0.409,0.482,-0.073
1629013,Landry Shamet,1610612752,NYK,G,28,29,29,1,123,258,0.477,0.455,0.022
1626145,Tyus Jones,1610612742,DAL,G,29,51,51,1,141,257,0.549,0.453,0.095
1631200,Kris Murray,1610612757,POR,F,25,34,34,1,110,255,0.431,0.466,-0.034
1642860,Will Riley,1610612764,WAS,F,20,42,42,1,120,251,0.478,0.458,0.02
1631093,Jaden Ivey,1610612741,CHI,G,24,37,37,1,126,250,0.504,0.454,0.05
1631121,Bryce McGowens,1610612740,NOP,G,23,30,30,1,122,249,0.49,0.472,0.018
1641713,GG Jackson,1610612763,MEM,F,21,29,29,1,119,249,0.478,0.468,0.01
1642849,Nolan Traore,1610612751,BKN,G,19,31,31,1,117,248,0.472,0.461,0.011
1631169,Josh Minott,1610612751,BKN,F,23,32,32,1,107,247,0.433,0.469,-0.036
1631218,Trayce Jackson-Davis,1610612761,TOR,F,25,36,36,1,105,246,0.427,0.475,-0.048
1642869,Noah Penda,1610612753,ORL,G-F,21,36,36,1,120,244,0.492,0.468,0.023
1629001,De'Anthony Melton,1610612744,GSW,G,27,28,28,1,123,241,0.51,0.468,0.042
1631213,Tyrese Martin,1610612751,BKN,F,26,37,37,1,110,238,0.462,0.456,0.006
1630194,Paul Reed,1610612765,DET,F,26,36,36,1,96,236,0.407,0.486,-0.079
1631128,Christian Braun,1610612743,DEN,G,24,19,19,1,99,233,0.425,0.469,-0.044
1642364,Jamir Watkins,1610612764,WAS,F,24,24,24,1,119,233,0.511,0.474,0.036
204001,Kristaps Porziņģis,1610612744,GSW,F-C,30,17,17,1,96,232,0.414,0.497,-0.083
1630695,Micah Potter,1610612754,IND,C,27,21,21,1,118,231,0.511,0.48,0.031
1642278,Tyler Kolek,1610612752,NYK,G,24,44,44,1,103,231,0.446,0.442,0.004
1641774,Tristan Vukcevic,1610612764,WAS,F,22,32,32,1,118,227,0.52,0.489,0.031
1626156,D'Angelo Russell,1610612764,WAS,G,29,26,26,1,104,227,0.458,0.458,0
1642962,Drake Powell,1610612751,BKN,G-F,20,40,40,1,110,227,0.485,0.469,0.016
1631114,Jalen Williams,1610612760,OKC,G-F,24,26,26,1,100,225,0.444,0.467,-0.022
1630570,Trendon Watford,1610612755,PHI,G-F,25,31,31,1,111,225,0.493,0.463,0.03
1629723,John Konchar,1610612762,UTA,G,29,32,32,1,97,225,0.431,0.459,-0.028
1629234,Drew Eubanks,1610612758,SAC,F-C,29,31,31,1,116,224,0.518,0.505,0.013
201567,Kevin Love,1610612762,UTA,F-C,37,28,28,1,124,224,0.554,0.491,0.063
203914,Gary Harris,1610612749,MIL,G,31,37,37,1,108,222,0.486,0.465,0.022
1629618,Jalen Pickett,1610612743,DEN,G,26,35,35,1,93,222,0.419,0.459,-0.04
1642275,Tidjane Salaün,1610612766,CHA,F,20,31,31,1,109,220,0.495,0.455,0.041
1630311,Pat Spencer,1610612744,GSW,G,29,33,33,1,105,219,0.479,0.465,0.015
1642857,Kasparas Jakučionis,1610612748,MIA,G,19,26,26,1,108,219,0.493,0.463,0.03
1629630,Ja Morant,1610612763,MEM,G,26,20,20,1,108,217,0.498,0.463,0.034
1630175,Cole Anthony,1610612756,PHX,G,25,33,33,1,109,216,0.505,0.455,0.05
1642382,Branden Carlson,1610612760,OKC,C,26,31,31,1,104,215,0.484,0.463,0.02
1642877,Micah Peavy,1610612740,NOP,G-F,24,45,45,1,93,213,0.437,0.461,-0.025
1630544,Tre Mann,1610612766,CHA,G,25,33,33,1,125,213,0.587,0.463,0.123
1628418,Thomas Bryant,1610612739,CLE,C-F,28,35,35,1,114,212,0.538,0.487,0.051
1630579,Jericho Sims,1610612749,MIL,C,27,36,36,1,85,211,0.403,0.47,-0.067
1641722,Jordan Hawkins,1610612740,NOP,G,23,35,35,1,104,207,0.502,0.452,0.051
1629216,Gabe Vincent,1610612737,ATL,G,29,30,30,1,106,207,0.512,0.461,0.051
204456,T.J. McConnell,1610612754,IND,G,33,40,40,1,97,206,0.471,0.459,0.012
1642348,Justin Edwards,1610612755,PHI,F,22,35,35,1,115,205,0.561,0.46,0.101
1642854,Asa Newell,1610612737,ATL,F,20,35,35,1,90,199,0.452,0.47,-0.018
1630560,Cam Thomas,1610612749,MIL,G,24,27,27,1,107,194,0.552,0.47,0.081
1641765,Olivier-Maxence Prosper,1610612763,MEM,F,23,24,24,1,94,194,0.485,0.481,0.004
1627884,Derrick Jones Jr.,1610612746,LAC,F,29,22,22,1,77,194,0.397,0.477,-0.08
1627824,Guerschon Yabusele,1610612741,CHI,F,30,44,44,1,92,190,0.484,0.478,0.006
1630619,Moussa Cisse,1610612742,DAL,C,23,28,28,1,91,189,0.481,0.494,-0.013
1631133,Jabari Walker,1610612755,PHI,F,23,44,44,1,86,189,0.455,0.477,-0.022
1628988,Aaron Holiday,1610612745,HOU,G,29,33,33,1,87,188,0.463,0.46,0.003
1630592,Jalen Wilson,1610612751,BKN,F,25,33,33,1,97,185,0.524,0.458,0.066
1631132,Christian Koloko,1610612737,ATL,C,25,20,20,1,83,183,0.454,0.491,-0.037
1641712,Rayan Rupert,1610612757,POR,G-F,21,44,44,1,81,182,0.445,0.453,-0.008
1629026,Kenrich Williams,1610612760,OKC,G-F,31,35,35,1,99,181,0.547,0.469,0.078
1631245,Quenton Jackson,1610612754,IND,G,27,23,23,1,74,181,0.409,0.46,-0.051
203937,Kyle Anderson,1610612763,MEM,F-G,32,23,23,1,99,181,0.547,0.458,0.089
1642868,Carter Bryant,1610612759,SAS,F,20,40,40,1,78,180,0.433,0.457,-0.023
1628467,Maxi Kleber,1610612747,LAL,F,34,28,28,1,86,180,0.478,0.473,0.005
203482,Kelly Olynyk,1610612759,SAS,F-C,34,28,28,1,83,179,0.464,0.473,-0.01
1630574,Ariel Hukporti,1610612752,NYK,C,23,35,35,1,71,179,0.397,0.476,-0.08
1630208,Nick Richards,1610612741,CHI,C,28,30,30,1,95,176,0.54,0.489,0.051
1631172,Ousmane Dieng,1610612749,MIL,F,22,30,30,1,71,176,0.403,0.449,-0.046
1642261,Dalton Knecht,1610612747,LAL,F,24,36,36,1,86,176,0.489,0.46,0.029
1630811,Keaton Wallace,1610612737,ATL,G,26,34,34,1,84,175,0.48,0.444,0.036
1628396,Tony Bradley,1610612754,IND,C-F,28,32,32,1,80,173,0.462,0.485,-0.023
1642905,Yang Hansen,1610612757,POR,C,20,33,33,1,82,172,0.477,0.486,-0.01
1631123,Jamaree Bouyea,1610612756,PHX,G,26,28,28,1,79,169,0.467,0.459,0.009
1630228,Jonathan Kuminga,1610612737,ATL,F,23,20,20,1,84,168,0.5,0.471,0.029
1642353,Cam Christie,1610612746,LAC,G,20,34,34,1,66,164,0.402,0.452,-0.05
1642879,Ben Saraf,1610612751,BKN,G,19,22,22,1,89,159,0.56,0.457,0.103
1631207,Dalen Terry,1610612755,PHI,F,23,30,30,1,72,159,0.453,0.455,-0.003
203992,Bogdan Bogdanović,1610612746,LAC,G,33,16,16,1,77,155,0.497,0.467,0.029
1630182,Josh Green,1610612766,CHA,G,25,31,31,1,58,151,0.384,0.462,-0.078
1631110,Jeremy Sochan,1610612752,NYK,F,22,26,26,1,78,147,0.531,0.472,0.058
1629639,Tyler Herro,1610612748,MIA,G,26,11,11,1,61,146,0.418,0.459,-0.041
1628371,Jonathan Isaac,1610612753,ORL,F,28,38,38,1,60,145,0.414,0.473,-0.059
1630526,Jeremiah Robinson-Earl,1610612742,DAL,F,25,21,21,1,87,144,0.604,0.462,0.142
1631124,Julian Strawther,1610612743,DEN,G,23,28,28,1,74,141,0.525,0.458,0.067
1641738,Kobe Brown,1610612754,IND,F,26,32,32,1,68,141,0.482,0.456,0.026
1642859,Jase Richardson,1610612753,ORL,G,20,34,34,1,68,141,0.482,0.46,0.023
1626172,Kevon Looney,1610612740,NOP,F,30,18,18,1,68,140,0.486,0.486,0
1630702,Jaden Hardy,1610612764,WAS,G,23,30,30,1,67,140,0.479,0.458,0.02
1642878,Tyrese Proctor,1610612739,CLE,G,21,34,34,1,63,139,0.453,0.458,-0.004
1642265,Rob Dillingham,1610612741,CHI,G,21,35,35,1,67,136,0.493,0.461,0.031
1642949,Yanic Konan Niederhäuser,1610612746,LAC,C,22,27,27,1,72,136,0.529,0.487,0.043
1641871,Duop Reath,1610612757,POR,C,29,28,28,1,55,135,0.407,0.475,-0.068
1641744,Zach Edey,1610612763,MEM,C,23,11,11,1,57,133,0.429,0.493,-0.064
1627827,Dorian Finney-Smith,1610612745,HOU,F,32,20,20,1,62,131,0.473,0.465,0.008
1626204,Larry Nance Jr.,1610612739,CLE,F-C,33,24,24,1,67,129,0.519,0.476,0.044
1642269,Devin Carter,1610612758,SAC,G,23,19,19,1,73,127,0.575,0.46,0.115
1630679,Ethan Thompson,1610612754,IND,G,26,19,19,1,55,122,0.451,0.441,0.01
1642885,Mohamed Diawara,1610612752,NYK,F,20,37,37,1,58,120,0.483,0.453,0.031
1629684,Grant Williams,1610612766,CHA,F,27,14,14,1,47,120,0.392,0.475,-0.083
1642914,Javon Small,1610612763,MEM,G,23,18,18,1,51,117,0.436,0.444,-0.008
1641763,Julian Phillips,1610612750,MIN,F,22,30,30,1,48,116,0.414,0.45,-0.036
1630587,Isaiah Livers,1610612756,PHX,F,27,28,28,1,51,115,0.443,0.459,-0.016
1641715,Cam Whitmore,1610612764,WAS,F,21,21,21,1,55,113,0.487,0.471,0.016
1641733,Nick Smith Jr.,1610612747,LAL,G,21,22,22,1,57,112,0.509,0.452,0.057
1642862,Liam McNeeley,1610612766,CHA,F,20,26,26,1,56,112,0.5,0.461,0.039
1631250,Pete Nance,1610612749,MIL,F,26,17,17,1,51,111,0.459,0.452,0.007
1642419,Jamison Battle,1610612761,TOR,F,24,32,32,1,47,106,0.443,0.452,-0.009
1630256,Jae'Sean Tate,1610612745,HOU,F,30,26,26,1,47,105,0.448,0.459,-0.012
1641790,PJ Hall,1610612766,CHA,C,23,13,13,1,43,103,0.417,0.484,-0.066
1641747,DaRon Holmes II,1610612743,DEN,F,23,14,14,1,46,100,0.46,0.492,-0.032
1629027,Trae Young,1610612764,WAS,G,27,10,10,1,54,100,0.54,0.455,0.085
1642354,KJ Simpson,1610612766,CHA,G,23,12,12,1,44,97,0.454,0.457,-0.003
1642866,Joan Beringer,1610612750,MIN,F,19,25,25,1,44,97,0.454,0.489,-0.036
1628975,Jevon Carter,1610612753,ORL,G,30,20,20,1,44,95,0.463,0.443,0.02
1641724,Jett Howard,1610612753,ORL,G,22,29,29,1,48,95,0.505,0.454,0.052
1631103,Malaki Branham,1610612764,WAS,F,22,25,25,1,43,95,0.453,0.462,-0.009
1629599,Amir Coffey,1610612756,PHX,G-F,28,26,26,1,42,94,0.447,0.465,-0.018
1630264,Anthony Gill,1610612764,WAS,F,33,20,20,1,41,92,0.446,0.478,-0.032
1642964,Brooks Barnhizer,1610612760,OKC,G,23,25,25,1,45,92,0.489,0.449,0.041
1642066,Myron Gardner,1610612748,MIA,F,24,22,22,1,40,88,0.455,0.46,-0.006
1628380,Zach Collins,1610612741,CHI,F-C,28,10,10,1,37,84,0.44,0.484,-0.044
1630545,Terrence Shannon Jr.,1610612750,MIN,G-F,25,22,22,1,41,84,0.488,0.474,0.014
1643007,Taelon Peter,1610612754,IND,G,23,21,21,1,42,82,0.512,0.446,0.066
101108,Chris Paul,1610612746,LAC,G,40,16,16,1,42,81,0.519,0.45,0.069
203486,Mason Plumlee,1610612759,SAS,F-C,35,14,14,1,46,80,0.575,0.506,0.069
1642853,Rasheer Fleming,1610612756,PHX,F,21,24,24,1,35,77,0.455,0.437,0.017
1631117,Walker Kessler,1610612762,UTA,C,24,5,5,1,35,77,0.455,0.508,-0.054
1629726,Garrison Mathews,1610612754,IND,G,29,14,14,1,35,73,0.479,0.448,0.032
1626192,Pat Connaughton,1610612766,CHA,G,33,18,18,1,30,73,0.411,0.454,-0.043
1642355,Bronny James,1610612747,LAL,G,21,24,24,1,38,72,0.528,0.461,0.067
1631120,JD Davison,1610612745,HOU,G,23,19,19,1,30,71,0.423,0.459,-0.036
1630214,Xavier Tillman,1610612766,CHA,F,27,14,14,1,31,70,0.443,0.471,-0.029
1631166,Drew Timme,1610612747,LAL,F,25,14,14,1,33,70,0.471,0.471,0
1641726,Dereck Lively II,1610612742,DAL,C,22,7,7,1,36,68,0.529,0.489,0.04
1642863,Khaman Maluach,1610612756,PHX,C,19,21,21,1,28,66,0.424,0.487,-0.063
1630536,Sharife Cooper,1610612764,WAS,G,24,11,11,1,35,65,0.538,0.448,0.09
1642880,Kam Jones,1610612754,IND,G,23,15,15,1,27,65,0.415,0.443,-0.028
1631288,Jamal Cain,1610612753,ORL,F,26,15,15,1,30,64,0.469,0.448,0.021
1641748,Andre Jackson Jr.,1610612749,MIL,G,24,20,20,1,30,64,0.469,0.467,0.002
1642358,AJ Johnson,1610612742,DAL,G,21,24,24,1,31,63,0.492,0.437,0.055
1642367,Jonathan Mogbo,1610612761,TOR,F,24,17,17,1,29,63,0.46,0.472,-0.012
1641816,Hunter Tyson,1610612743,DEN,F,25,20,20,1,26,62,0.419,0.471,-0.052
1642959,Chris Youngblood,1610612760,OKC,G,24,21,21,1,28,62,0.452,0.447,0.005
1629021,Moritz Wagner,1610612753,ORL,F-C,28,12,12,1,29,61,0.475,0.47,0.006
1642942,Jahmai Mashack,1610612763,MEM,G,23,10,10,1,34,61,0.557,0.473,0.085
1642352,Keshad Johnson,1610612748,MIA,F,24,15,15,1,22,60,0.367,0.464,-0.097
1627752,Taurean Prince,1610612749,MIL,F,31,8,8,1,31,58,0.534,0.456,0.078
1629162,Jordan McLaughlin,1610612759,SAS,G,29,20,20,1,35,58,0.603,0.446,0.157
1630322,Lindy Waters III,1610612759,SAS,F,28,23,23,1,27,57,0.474,0.458,0.016
1642484,RayJ Dennis,1610612737,ATL,G,24,12,12,1,32,56,0.571,0.45,0.121
1631104,Blake Wesley,1610612757,POR,G,22,13,13,1,31,55,0.564,0.462,0.102
1628502,Nigel Hayes-Davis,1610612756,PHX,F,31,18,18,1,25,52,0.481,0.473,0.008
1641755,Kevin McCullar Jr.,1610612752,NYK,G,24,11,11,1,26,51,0.51,0.458,0.052
1631204,Marcus Sasser,1610612765,DET,G,25,13,13,1,25,51,0.49,0.445,0.045
1631159,Leonard Miller,1610612741,CHI,F,22,14,14,1,26,50,0.52,0.438,0.082
1628449,Chris Boucher,1610612738,BOS,F,33,8,8,1,20,49,0.408,0.477,-0.068
1642873,Amari Williams,1610612738,BOS,F-C,24,11,11,1,17,49,0.347,0.488,-0.141
1629660,Ty Jerome,1610612763,MEM,G-F,28,6,6,1,20,49,0.408,0.475,-0.067
1642918,Alijah Martin,1610612761,TOR,G,24,10,10,1,21,48,0.438,0.455,-0.018
203926,Doug McDermott,1610612758,SAC,F,34,10,10,1,19,47,0.404,0.438,-0.033
1642950,Lachlan Olbrich,1610612741,CHI,C,22,14,14,1,26,45,0.578,0.495,0.083
1631342,Daeqwon Plowden,1610612758,SAC,G-F,27,7,7,1,18,42,0.429,0.462,-0.033
1642876,Adou Thiero,1610612747,LAL,G,21,15,15,1,26,41,0.634,0.457,0.177
203078,Bradley Beal,1610612746,LAC,G,32,6,6,1,19,37,0.514,0.463,0.051
1642404,Chaz Lanier,1610612765,DET,G,24,12,12,1,9,35,0.257,0.46,-0.203
202687,Bismack Biyombo,1610612759,SAS,C,33,12,12,1,20,35,0.571,0.475,0.096
1631451,Javonte Cooke,1610612757,POR,G,26,15,15,1,20,35,0.571,0.45,0.121
201145,Jeff Green,1610612745,HOU,F,39,14,14,1,13,34,0.382,0.425,-0.043
1631247,Luke Travers,1610612739,CLE,F,24,11,11,1,16,33,0.485,0.461,0.024
1630548,Johnny Juzang,1610612750,MIN,G,24,16,16,1,13,32,0.406,0.436,-0.029
1630639,A.J. Lawson,1610612761,TOR,G,25,11,11,1,14,32,0.438,0.458,-0.021
1641780,Johni Broome,1610612755,PHI,F,23,7,7,1,17,31,0.548,0.489,0.059
1642357,David Jones Garcia,1610612759,SAS,G,24,8,8,1,14,31,0.452,0.444,0.007
1641989,Elijah Harkless,1610612762,UTA,G,26,6,6,1,17,31,0.548,0.456,0.093
1630167,Obi Toppin,1610612754,IND,F,27,3,3,1,14,31,0.452,0.482,-0.03
1642939,Miles Kelly,1610612742,DAL,G,23,8,8,1,17,30,0.567,0.457,0.11
1630703,Scoot Henderson,1610612757,POR,G,22,4,4,1,14,29,0.483,0.458,0.025
1642449,Tolu Smith,1610612765,DET,F,25,5,5,1,13,29,0.448,0.503,-0.055
1630590,Scotty Pippen Jr.,1610612763,MEM,G,25,3,3,1,15,29,0.517,0.469,0.048
