GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-203468-1628379-1630552-1630700-1631132-,C. McCollum - L. Kennard - J. Johnson - D. Daniels - C. Koloko,1610612737,ATL,3,3,0,1,14.2,15,27,0.556,4,6,0.667,2,2,1,3,11,14,11,5,2,1,4,7,1,36,2,1801,720,1,1,1086,814,1026,3583,1046,2280,1366,3333,3947,1,1332,890,979,672,12556,1411,1555,13351,12706,5386,1016,3467,42600
Lineups,-1628378-1629631-1630596-1641854-1642281-,D. Mitchell - D. Hunter - E. Mobley - C. Porter Jr. - J. Tyson,1610612739,CLE,3,2,1,0.667,14.2,17,30,0.567,9,12,0.75,3,5,0.6,2,9,11,13,3,6,0,3,6,4,46,8,1801,1303,4483,4903,1086,703,880,3515,320,920,1218,2480,1916,5558,2126,1174,1362,531,11148,311,4136,13011,12415,1820,726,860,42600
Lineups,-1629026-1629652-1630198-1631096-1641717-,K. Williams - L. Dort - I. Joe - C. Holmgren - C. Wallace,1610612760,OKC,2,1,1,0.5,14.183333,9,25,0.36,6,17,0.353,2,3,0.667,2,12,14,8,4,0,4,0,2,6,26,-2,2989,2730,4483,5714,1088,1628,1140,8329,590,557,4660,3333,3293,5045,2126,783,979,1060,12053,5864,271,1,8231,1078,1618,8514,42550
Lineups,-203994-1628374-1629004-1641718-1642271-,J. Nurkić - L. Markkanen - S. Mykhailiuk - K. George - K. Filipowski,1610612762,UTA,4,1,3,0.25,14.175,14,29,0.483,5,11,0.455,9,13,0.692,7,11,18,10,4,0,3,2,4,7,42,5,1219,2730,12599,7765,1089,896,914,6106,767,1050,3664,587,484,5016,406,890,688,762,12053,5864,413,12186,11322,870,831,1652,42525
Lineups,-1630230-1630314-1630619-1631108-1642843-,N. Marshall - B. Williams - M. Cisse - M. Christie - C. Flagg,1610612742,DAL,6,2,4,0.333,14.166667,14,25,0.56,4,7,0.571,6,9,0.667,4,9,13,8,5,4,1,3,5,8,38,1,598,1303,13171,7287,1090,896,1140,3567,1046,1921,1954,1086,860,5045,932,1174,1090,1060,12556,577,1555,13011,11988,726,949,4611,42500
Lineups,-201572-201587-201935-1641757-1642353-,B. Lopez - N. Batum - J. Harden - J. Miller - C. Christie,1610612746,LAC,3,2,1,0.667,14.15,13,23,0.565,2,6,0.333,12,12,1,0,12,12,6,5,2,5,3,3,6,40,18,1801,1303,4483,4903,1091,1005,1300,3521,2370,2280,4709,373,551,1,6628,783,1214,1493,12556,1411,195,13011,10260,1078,882,159,42450
Lineups,-1629012-1630544-1631217-1642275-1642883-,C. Sexton - T. Mann - M. Diabaté - T. Salaün - S. James,1610612766,CHA,5,4,1,0.8,14.125,10,23,0.435,3,9,0.333,11,15,0.733,7,7,14,6,3,1,0,1,8,12,34,-5,845,451,4483,4545,1092,1425,1300,6863,1515,1412,4709,425,373,4841,406,1597,979,1493,11148,2659,4136,9470,12907,383,1115,11580,42375
Lineups,-204001-1630552-1630700-1630811-1642258-,K. Porziņģis - J. Johnson - D. Daniels - K. Wallace - Z. Risacher,1610612737,ATL,2,2,0,1,14.116667,6,22,0.273,1,8,0.125,7,8,0.875,1,8,9,4,2,1,4,4,4,5,20,-13,2989,1303,1,1,1093,2567,1387,9765,3910,1623,7099,877,1008,3459,3529,1369,1745,2403,9370,2659,271,13351,11322,1368,2207,13422,42350
Lineups,-203500-1631095-1631106-1641708-1642263-,S. Adams - J. Smith Jr. - T. Eason - A. Thompson - R. Sheppard,1610612745,HOU,6,2,4,0.333,14.1,16,28,0.571,4,10,0.4,1,3,0.333,5,10,15,8,4,3,2,0,6,8,37,9,598,1303,13171,7287,1094,755,966,3306,1046,1211,4028,5480,3293,6900,665,1027,892,1060,12053,880,741,1,12415,726,979,683,42300
Lineups,-204001-1628379-1630168-1630249-1630811-,K. Porziņģis - L. Kennard - O. Okongwu - V. Krejčí - K. Wallace,1610612737,ATL,3,2,1,0.667,14.083333,12,24,0.5,6,12,0.5,2,2,1,2,8,10,9,5,3,2,0,7,5,32,-10,1801,1303,4483,4903,1095,1123,1218,4193,590,920,2090,3333,3947,1,2126,1369,1529,893,12556,880,741,1,12706,1368,1206,13136,42250
Lineups,-1628392-1628983-1629652-1631114-1641717-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - J. Williams - C. Wallace,1610612760,OKC,4,0,4,0,14.066667,9,31,0.29,3,12,0.25,3,4,0.75,10,7,17,7,4,3,0,2,13,5,24,-13,1219,8003,13171,8003,1096,1628,836,9585,1515,920,6007,2480,2301,4340,229,1597,759,1254,12053,880,4136,12186,13381,1368,1775,13422,42200
Lineups,-201939-203110-1627780-1630541-1642954-,S. Curry - D. Green - G. Payton II - M. Moody - W. Richard,1610612744,GSW,6,5,1,0.833,14.066667,9,26,0.346,5,18,0.278,9,9,1,3,9,12,7,3,3,2,2,11,6,32,-4,598,282,4483,4515,1096,1628,1077,8428,767,515,5919,587,860,1,1332,1174,1214,1254,11148,880,741,12186,13261,1078,1206,10850,42200
Lineups,-1631101-1631126-1631321-1641712-1642270-,S. Sharpe - C. Love - S. Cissoko - R. Rupert - D. Clingan,1610612757,POR,6,4,2,0.667,14.066667,12,33,0.364,8,25,0.32,2,2,1,9,4,13,7,5,1,2,4,4,2,34,-8,598,451,11030,4903,1096,1123,771,8259,382,328,5658,3333,3947,1,276,2974,1090,1254,12556,2659,741,13351,11322,3509,1115,12780,42200
Lineups,-1628371-1631288-1641724-1642859-1642869-,J. Isaac - J. Cain - J. Howard - J. Richardson - N. Penda,1610612753,ORL,3,1,2,0.333,14.05,9,25,0.36,5,14,0.357,0,2,0,2,11,13,5,2,2,1,2,3,4,23,4,1801,2730,11030,7287,1099,1628,1140,8329,767,744,4632,7052,3947,7052,2126,890,1090,1884,9370,1411,1555,12186,10260,1820,1877,2140,42150
Lineups,-203507-1626171-1628398-1629599-1630175-,G. Antetokounmpo - B. Portis - K. Kuzma - A. Coffey - C. Anthony,1610612749,MIL,3,2,1,0.667,14.033333,15,31,0.484,4,11,0.364,1,3,0.333,5,12,17,10,2,2,0,0,5,5,35,8,1801,1303,4483,4903,1100,814,836,6094,1046,1050,4577,5480,3293,6900,665,783,759,762,9370,1411,4136,1,11988,1368,1067,860,42100
Lineups,-203501-203999-1627750-1628971-1629661-,T. Hardaway Jr. - N. Jokić - J. Murray - B. Brown - C. Johnson,1610612743,DEN,5,4,1,0.8,14.026667,14,21,0.667,3,6,0.5,8,11,0.727,1,7,8,7,5,1,1,2,6,6,39,-5,845,451,4483,4545,1101,896,1459,1792,1515,2280,2090,719,643,4855,3529,1597,2007,1254,12556,2659,1555,12186,12415,1078,913,11580,42080
Lineups,-203507-1626167-1627752-1629018-1630175-,G. Antetokounmpo - M. Turner - T. Prince - G. Trent Jr. - C. Anthony,1610612749,MIL,4,3,1,0.75,14.016667,19,28,0.679,6,11,0.545,3,7,0.429,3,10,13,13,5,4,0,1,8,6,47,12,1219,720,4483,4636,1102,597,966,1788,590,1050,2039,2480,1228,6850,1332,1027,1090,531,12556,577,4136,9470,12907,1078,703,409,42050
Lineups,-1627741-1630228-1630311-1642366-1642954-,B. Hield - J. Kuminga - P. Spencer - Q. Post - W. Richard,1610612744,GSW,1,1,0,1,14,10,28,0.357,4,10,0.4,3,3,1,2,14,16,9,2,1,3,2,4,3,27,4,5383,2730,1,1,1103,1425,966,8341,1046,1211,4028,2480,3293,1,2126,636,818,893,9370,2659,413,12186,11322,2469,1535,2140,42000
Lineups,-203501-203999-1628971-1631124-1631212-,T. Hardaway Jr. - N. Jokić - B. Brown - J. Strawther - P. Watson,1610612743,DEN,4,2,2,0.5,13.993333,13,25,0.52,4,9,0.444,3,4,0.75,3,11,14,9,6,0,1,2,5,3,33,0,1219,1303,11030,5714,1104,1005,1140,4078,1046,1412,3711,2480,2301,4340,1332,890,979,893,12838,5864,1555,12186,11988,2469,1164,5539,41980
Lineups,-202691-203939-1631108-1642843-1642948-,K. Thompson - D. Powell - M. Christie - C. Flagg - R. Nembhard,1610612742,DAL,4,3,1,0.75,13.983333,16,30,0.533,7,16,0.438,1,2,0.5,5,11,16,9,6,4,1,1,5,6,40,13,1219,720,4483,4636,1105,755,880,3920,470,614,3782,5480,3947,5719,665,890,818,893,12838,577,1555,9470,11988,1078,882,343,41950
Lineups,-202699-1629130-1631093-1631105-1641709-,T. Harris - D. Robinson - J. Ivey - J. Duren - A. Thompson,1610612765,DET,5,3,2,0.6,13.983333,16,32,0.5,3,7,0.429,7,10,0.7,11,9,20,10,1,1,0,3,6,7,42,10,845,720,11030,5495,1105,755,798,4193,1515,1921,3801,877,739,4984,194,1174,593,762,5796,2659,4136,13011,12415,870,831,565,41950
Lineups,-1628392-1628983-1629652-1630598-1631096-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - A. Wiggins - C. Holmgren,1610612760,OKC,4,3,1,0.75,13.976667,10,25,0.4,5,13,0.385,6,7,0.857,5,9,14,7,7,4,1,2,5,8,31,1,1219,720,4483,4636,1107,1425,1140,7421,767,823,4394,1086,1228,3565,665,1174,979,1254,13067,577,1555,12186,11988,726,1269,4611,41930
Lineups,-1628989-1630188-1630200-1630245-1641824-,K. Huerter - J. Smith - T. Jones - A. Dosunmu - M. Buzelis,1610612741,CHI,5,3,2,0.6,13.966667,16,28,0.571,6,13,0.462,3,5,0.6,2,12,14,13,6,1,2,3,3,4,41,5,845,720,11030,5495,1108,755,966,3306,590,823,3635,2480,1916,5558,2126,783,979,531,12838,2659,741,13011,10260,1820,850,1652,41900
Lineups,-1628384-1628969-1628973-1630540-1630574-,O. Anunoby - M. Bridges - J. Brunson - M. McBride - A. Hukporti,1610612752,NYK,2,0,2,0,13.951667,11,32,0.344,4,16,0.25,10,11,0.909,7,9,16,9,4,3,1,2,8,10,36,-4,2989,8003,11030,8003,1109,1261,798,8436,1046,614,6007,501,643,3341,406,1174,818,893,12053,880,1555,12186,12907,510,1016,10850,41855
Lineups,-1627747-1629750-1630191-1630595-1631093-,C. LeVert - J. Green - I. Stewart - C. Cunningham - J. Ivey,1610612765,DET,8,5,3,0.625,13.95,13,23,0.565,5,9,0.556,4,7,0.571,0,8,8,10,6,4,2,1,8,4,35,3,340,282,12599,5456,1110,1005,1300,3521,767,1412,2016,1795,1228,5663,6628,1369,2007,762,12838,577,741,9470,12907,1820,1067,2690,41850
Lineups,-203084-1630577-1641705-1642264-1642844-,H. Barnes - J. Champagnie - V. Wembanyama - S. Castle - D. Harper,1610612759,SAS,10,7,3,0.7,13.95,15,28,0.536,8,15,0.533,8,9,0.889,4,12,16,11,3,2,3,1,4,10,46,21,213,139,12599,4880,1110,814,966,3911,382,677,2060,719,860,3409,932,783,818,672,11148,1411,413,9470,11322,510,726,111,41850
Lineups,-1626157-1628404-1628969-1629011-1630540-,K. Towns - J. Hart - M. Bridges - M. Robinson - M. McBride,1610612752,NYK,4,3,1,0.75,13.95,10,28,0.357,3,12,0.25,3,7,0.429,9,10,19,9,7,4,0,1,2,6,26,2,1219,720,4483,4636,1110,1425,966,8341,1515,920,6007,2480,1228,6850,276,1027,643,893,13067,577,4136,9470,8231,1078,1618,3467,41850
Lineups,-1628976-1631094-1641710-1641783-1642869-,W. Carter Jr. - P. Banchero - A. Black - T. da Silva - N. Penda,1610612753,ORL,7,3,4,0.429,13.94,9,26,0.346,3,11,0.273,4,5,0.8,5,5,10,7,1,2,0,1,9,7,25,-13,450,720,13171,7115,1113,1628,1077,8428,1515,1050,5927,1795,1916,3981,665,2369,1529,1254,5796,1411,4136,9470,13045,870,1711,13422,41820
Lineups,-1627747-1629750-1630191-1641842-1642450-,C. LeVert - J. Green - I. Stewart - R. Holland II - D. Jenkins,1610612765,DET,3,2,1,0.667,13.938333,18,23,0.783,4,8,0.5,7,8,0.875,0,8,8,13,0,3,3,1,3,8,47,21,1801,1303,4483,4903,1114,651,1300,1299,1046,1623,2090,877,1008,3459,6628,1369,2007,531,1,880,413,9470,10260,726,703,111,41815
Lineups,-201942-203471-203897-1629234-1642363-,D. DeRozan - D. Schröder - Z. LaVine - D. Eubanks - N. Clifford,1610612758,SAC,2,0,2,0,13.921667,14,27,0.519,1,5,0.2,3,7,0.429,3,11,14,7,5,3,5,1,5,8,32,2,2989,8003,11030,8003,1115,896,1026,4096,3910,2773,6626,2480,1228,6850,1332,890,979,1254,12556,880,195,9470,11988,726,1206,3467,41765
Lineups,-201587-201935-202695-1627826-1627884-,N. Batum - J. Harden - K. Leonard - I. Zubac - D. Jones Jr.,1610612746,LAC,3,2,1,0.667,13.918333,10,23,0.435,3,8,0.375,4,4,1,3,8,11,3,5,1,1,0,5,5,27,-15,1801,1303,4483,4903,1116,1425,1300,6863,1515,1623,4448,1795,2301,1,1332,1369,1362,3146,12556,2659,1555,1,11988,1368,1535,13509,41755
Lineups,-201572-201587-202695-203992-1642920-,B. Lopez - N. Batum - K. Leonard - B. Bogdanović - K. Sanders,1610612746,LAC,4,2,2,0.5,13.916667,7,16,0.438,6,10,0.6,2,2,1,2,8,10,6,10,1,2,1,13,4,22,-14,1219,1303,11030,5714,1117,2152,2035,6802,590,1211,1786,3333,3947,1,2126,1369,1529,1493,13379,2659,741,9470,13381,1820,1959,13470,41750
Lineups,-1641707-1641718-1642262-1642271-1642383-,T. Hendricks - K. George - C. Williams - K. Filipowski - W. Clayton Jr.,1610612762,UTA,4,1,3,0.25,13.883333,13,26,0.5,3,11,0.273,4,5,0.8,4,10,14,6,4,5,1,0,6,6,33,6,1219,2730,12599,7765,1118,1005,1077,4193,1515,1050,5927,1795,1916,3981,932,1027,979,1493,12053,408,1555,1,12415,1078,1164,1298,41650
Lineups,-1628379-1629638-1630249-1630552-1631243-,L. Kennard - N. Alexander-Walker - V. Krejčí - J. Johnson - M. Gueye,1610612737,ATL,8,5,3,0.625,13.88,9,21,0.429,2,10,0.2,7,7,1,2,10,12,6,6,0,0,3,6,5,27,-1,340,282,12599,5456,1119,1628,1459,6897,2370,1211,6626,877,1228,1,2126,1027,1214,1493,12838,5864,4136,13011,12415,1368,1535,7472,41640
Lineups,-1629627-1629673-1630180-1630631-1642852-,Z. Williamson - J. Poole - S. Bey - J. Alvarado - D. Queen,1610612740,NOP,3,1,2,0.333,13.876667,11,23,0.478,2,4,0.5,12,13,0.923,6,13,19,5,5,1,1,0,4,8,36,8,1801,2730,11030,7287,1120,1261,1300,6167,2370,3486,2090,373,484,3307,522,703,643,1884,12556,2659,1555,1,11322,726,1016,860,41630
Lineups,-1630168-1630249-1630700-1630811-1631243-,O. Okongwu - V. Krejčí - D. Daniels - K. Wallace - M. Gueye,1610612737,ATL,3,2,1,0.667,13.866667,8,22,0.364,0,10,0,3,3,1,2,8,10,4,7,2,1,1,4,3,19,-14,1801,1303,4483,4903,1121,1874,1387,8259,7195,1211,7195,2480,3293,1,2126,1369,1529,2403,13067,1411,1555,9470,11322,2469,2351,13470,41600
Lineups,-203484-1629111-1629630-1629723-1642377-,K. Caldwell-Pope - J. Landale - J. Morant - J. Konchar - J. Wells,1610612763,MEM,4,2,2,0.5,13.865,13,29,0.448,5,11,0.455,12,12,1,5,7,12,10,3,1,0,1,9,6,43,2,1219,1303,11030,5714,1122,1005,914,6605,767,1050,3664,373,551,1,665,1597,1214,762,11148,2659,4136,9470,13045,1078,810,3467,41595
Lineups,-202696-1628989-1630171-1630245-1641824-,N. Vučević - K. Huerter - I. Okoro - A. Dosunmu - M. Buzelis,1610612741,CHI,9,1,8,0.111,13.858333,9,25,0.36,6,12,0.5,5,7,0.714,1,12,13,7,4,2,3,1,3,8,29,-8,261,2730,13678,7997,1123,1628,1140,8329,590,920,2090,1368,1228,4890,3529,783,1090,1254,12053,1411,413,9470,10260,726,1398,12780,41575
Lineups,-201950-1630166-1631200-1641739-1642270-,J. Holiday - D. Avdija - K. Murray - T. Camara - D. Clingan,1610612757,POR,6,4,2,0.667,13.85,12,26,0.462,3,12,0.25,6,7,0.857,5,11,16,3,4,2,1,1,7,5,33,3,598,451,11030,4903,1124,1123,1077,6359,1515,920,6007,1086,1228,3565,665,890,818,3146,12053,1411,1555,9470,12706,1368,1164,2690,41550
Lineups,-201950-203924-1629057-1631200-1641739-,J. Holiday - J. Grant - R. Williams III - K. Murray - T. Camara,1610612757,POR,6,2,4,0.333,13.85,9,27,0.333,4,11,0.364,2,4,0.5,5,6,11,6,5,3,3,2,6,2,24,-11,598,1303,13171,7287,1124,1628,1026,8446,1046,1050,4577,3333,2301,5719,665,1924,1362,1493,12556,880,413,12186,12415,3509,1775,13245,41550
Lineups,-203084-1628368-1629640-1630170-1630577-,H. Barnes - D. Fox - K. Johnson - D. Vassell - J. Champagnie,1610612759,SAS,9,6,3,0.667,13.848333,11,18,0.611,3,8,0.375,16,22,0.727,0,4,4,6,5,3,1,0,9,12,41,-11,261,199,12599,4903,1126,1261,1786,2786,1515,1623,4448,246,215,4855,6628,2974,4067,1493,12556,880,1555,1,13045,383,850,13245,41545
Lineups,-1626171-1627752-1628398-1630175-1631157-,B. Portis - T. Prince - K. Kuzma - C. Anthony - R. Rollins,1610612749,MIL,4,3,1,0.75,13.816667,11,23,0.478,3,10,0.3,5,6,0.833,0,8,8,8,1,4,2,0,9,6,30,-1,1219,720,4483,4636,1127,1261,1300,6167,1515,1211,5712,1368,1466,3700,6628,1369,2007,1060,5796,577,741,1,13045,1078,1330,7472,41450
Lineups,-1628392-1628983-1629652-1631096-1642349-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - C. Holmgren - A. Mitchell,1610612760,OKC,4,3,1,0.75,13.816667,11,24,0.458,1,5,0.2,11,13,0.846,3,11,14,3,2,0,1,2,8,10,34,3,1219,720,4483,4636,1127,1261,1218,6445,3910,2773,6626,425,484,3677,1332,890,979,3146,9370,5864,1555,12186,12907,510,1115,2690,41450
Lineups,-1627759-1628401-1629014-1629674-1631248-,J. Brown - D. White - A. Simons - N. Queta - B. Scheierman,1610612738,BOS,4,2,2,0.5,13.816667,13,27,0.481,5,12,0.417,4,6,0.667,5,10,15,8,1,4,1,0,8,7,35,7,1219,1303,11030,5714,1127,1005,1026,6118,767,920,3962,1795,1466,5045,665,1027,892,1060,5796,577,1555,1,12907,870,1067,1044,41450
Lineups,-1627827-1630256-1630578-1641708-1642263-,D. Finney-Smith - J. Tate - A. Sengun - A. Thompson - R. Sheppard,1610612745,HOU,3,3,0,1,13.8,13,28,0.464,4,13,0.308,2,4,0.5,5,8,13,6,1,2,1,0,3,5,32,4,1801,720,1,1,1130,1005,966,6340,1046,823,5688,3333,2301,5719,665,1369,1090,1493,5796,1411,1555,1,10260,1368,1206,2140,41400
Lineups,-1629611-1630533-1630534-1642874-1642962-,T. Mann - Z. Williams - O. Agbaji - D. Wolf - D. Powell,1610612751,BKN,1,0,1,0,13.8,8,23,0.348,4,16,0.25,2,4,0.5,1,11,12,8,5,4,2,2,4,5,22,-2,5383,8003,4483,8003,1130,1874,1300,8419,1046,614,6007,3333,2301,5719,3529,890,1214,1060,12556,577,741,12186,11322,1368,1959,8514,41400
Lineups,-1630264-1630536-1631214-1642364-1642955-,A. Gill - S. Cooper - A. Williams - J. Watkins - K. Richmond,1610612764,WAS,1,1,0,1,13.783333,19,28,0.679,2,8,0.25,5,6,0.833,2,6,8,13,3,5,2,0,5,6,45,-2,5383,2730,1,1,1132,597,966,1788,2370,1623,6007,1368,1466,3700,2126,1924,2007,531,11148,408,741,1,11988,1078,750,8514,41350
Lineups,-1629111-1629638-1630552-1630700-1642258-,J. Landale - N. Alexander-Walker - J. Johnson - D. Daniels - Z. Risacher,1610612737,ATL,3,2,1,0.667,13.783333,11,30,0.367,2,11,0.182,5,6,0.833,7,9,16,8,1,2,2,2,4,5,29,-4,1801,1303,4483,4903,1132,1261,880,8255,2370,1050,6877,1368,1466,3700,406,1174,818,1060,5796,1411,741,12186,11322,1368,1398,10850,41350
Lineups,-203991-1627827-1631095-1641708-1642263-,C. Capela - D. Finney-Smith - J. Smith Jr. - A. Thompson - R. Sheppard,1610612745,HOU,6,5,1,0.833,13.778333,15,29,0.517,4,9,0.444,0,0,0,6,11,17,6,5,1,1,1,5,2,34,2,598,282,4483,4515,1134,814,914,4106,1046,1412,3711,7052,7407,7052,522,890,759,1493,12556,2659,1555,9470,11988,3509,1115,3467,41335
Lineups,-1628392-1628983-1630598-1631119-1641717-,I. Hartenstein - S. Gilgeous-Alexander - A. Wiggins - J. Williams - C. Wallace,1610612760,OKC,2,1,1,0.5,13.766667,15,25,0.6,8,16,0.5,6,7,0.857,2,10,12,13,2,3,2,1,6,8,44,10,2989,2730,4483,5714,1135,814,1140,2813,382,614,2090,1086,1228,3565,2126,1027,1214,531,9370,880,741,9470,12415,726,786,565,41300
Lineups,-1629111-1630583-1641713-1642285-1642377-,J. Landale - S. Aldama - G. Jackson - C. Spencer - J. Wells,1610612763,MEM,4,2,2,0.5,13.766667,11,21,0.524,6,13,0.462,5,6,0.833,2,3,5,9,6,0,4,1,7,5,33,-16,1219,1303,11030,5714,1135,1261,1459,4033,590,823,3635,1368,1466,3700,2126,3857,3339,893,12838,5864,271,9470,12706,1368,1164,13548,41300
Lineups,-1626157-1628404-1628969-1629011-1642278-,K. Towns - J. Hart - M. Bridges - M. Robinson - T. Kolek,1610612752,NYK,3,1,2,0.333,13.766667,14,30,0.467,2,6,0.333,4,4,1,7,8,15,8,8,4,0,1,6,5,34,-6,1801,2730,11030,7287,1135,896,880,6296,2370,2280,4709,1795,2301,1,406,1369,892,1060,13215,577,4136,9470,12415,1368,1115,12136,41300
Lineups,-203486-1628970-1629012-1642851-1642883-,M. Plumlee - M. Bridges - C. Sexton - K. Knueppel - S. James,1610612766,CHA,2,0,2,0,13.746667,18,28,0.643,6,13,0.462,5,5,1,2,12,14,13,3,0,1,0,1,4,47,6,2989,8003,11030,8003,1138,651,966,2557,590,823,3635,1368,1916,1,2126,783,979,531,11148,5864,1555,1,4324,1820,703,1298,41240
Lineups,-1628991-1629723-1631246-1641713-1642907-,J. Jackson Jr. - J. Konchar - V. Williams Jr. - G. Jackson - C. Coward,1610612763,MEM,4,0,4,0,13.733333,9,28,0.321,2,11,0.182,3,4,0.75,9,5,14,3,5,3,3,1,5,5,23,-11,1219,8003,13171,8003,1139,1628,966,9451,2370,1050,6877,2480,2301,4340,276,2369,979,3146,12556,880,413,9470,11988,1368,1877,13245,41200
Lineups,-2544-1629028-1629216-1630559-1631222-,L. James - D. Ayton - G. Vincent - A. Reaves - J. LaRavia,1610612747,LAL,3,2,1,0.667,13.733333,12,27,0.444,4,11,0.364,1,1,1,4,10,14,10,5,2,3,1,4,4,29,-5,1801,1303,4483,4903,1139,1123,1026,6618,1046,1050,4577,5480,6679,1,932,1027,979,762,12556,1411,413,9470,11322,1820,1398,11580,41200
Lineups,-201587-202695-1641757-1642353-1642949-,N. Batum - K. Leonard - J. Miller - C. Christie - Y. Niederhäuser,1610612746,LAC,2,2,0,1,13.733333,12,22,0.545,6,9,0.667,4,6,0.667,0,10,10,10,4,4,3,0,5,3,34,4,2989,1303,1,1,1139,1123,1387,3755,590,1412,1366,1795,1466,5045,6628,1027,1529,762,12053,577,413,1,11988,2469,1115,2140,41200
Lineups,-1626181-1628389-1630696-1631170-1641796-,N. Powell - B. Adebayo - D. Smith - J. Jaquez Jr. - P. Larsson,1610612748,MIA,5,3,2,0.6,13.733333,13,22,0.591,4,12,0.333,4,6,0.667,5,5,10,9,7,1,3,1,3,5,34,-1,845,720,11030,5495,1139,1005,1387,3185,1046,920,4709,1795,1466,5045,665,2369,1529,893,13067,2659,413,9470,10260,1368,1115,7472,41200
Lineups,-201566-201942-1628370-1631099-1642875-,R. Westbrook - D. DeRozan - M. Monk - K. Murray - M. Raynaud,1610612758,SAC,5,1,4,0.2,13.733333,11,25,0.44,3,6,0.5,3,5,0.6,1,8,9,7,1,1,4,1,6,2,28,-7,845,2730,13171,7897,1139,1261,1140,6782,1515,2280,2090,2480,1916,5558,3529,1369,1745,1254,5796,2659,271,9470,12415,3509,1464,12506,41200
Lineups,-1627759-1629014-1629674-1630202-1630573-,J. Brown - A. Simons - N. Queta - P. Pritchard - S. Hauser,1610612738,BOS,9,6,3,0.667,13.705,7,25,0.28,2,9,0.222,3,3,1,3,12,15,4,7,0,2,3,7,3,19,-15,261,199,12599,4903,1144,2152,1140,9756,2370,1412,6557,2480,3293,1,1332,783,892,2403,13067,5864,741,13011,12706,2469,2351,13509,41115
Lineups,-1628983-1629652-1630198-1631096-1641717-,S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - C. Wallace,1610612760,OKC,5,3,2,0.6,13.703333,17,26,0.654,2,4,0.5,7,7,1,1,7,8,4,3,7,2,1,4,6,43,10,845,720,11030,5495,1145,703,1077,2537,2370,3486,2090,877,1228,1,3529,1597,2007,2403,11148,249,741,9470,11322,1078,810,565,41110
Lineups,-203084-1628436-1629640-1630577-1642844-,H. Barnes - L. Kornet - K. Johnson - J. Champagnie - D. Harper,1610612759,SAS,6,3,3,0.5,13.666667,13,27,0.481,1,7,0.143,9,9,1,4,10,14,5,2,1,1,1,5,5,36,2,598,720,12599,5714,1146,1005,1026,6118,3910,1921,7044,587,860,1,932,1027,979,1884,9370,2659,1555,9470,11988,1368,1016,3467,41000
Lineups,-203944-1628978-1629675-1630162-1630538-,J. Randle - D. DiVincenzo - N. Reid - A. Edwards - B. Hyland,1610612750,MIN,9,5,4,0.556,13.663333,10,20,0.5,6,12,0.5,6,9,0.667,1,13,14,6,7,1,1,0,7,7,32,5,261,282,13171,5679,1147,1425,1557,4193,590,920,2090,1086,860,5045,3529,703,979,1493,13067,2659,1555,1,12706,870,1206,1652,40990
Lineups,-203084-1629640-1630170-1641705-1642844-,H. Barnes - K. Johnson - D. Vassell - V. Wembanyama - D. Harper,1610612759,SAS,5,5,0,1,13.65,11,26,0.423,4,11,0.364,5,7,0.714,5,12,17,5,3,5,6,0,2,7,31,7,845,282,1,1,1148,1261,1077,7205,1046,1050,4577,1368,1228,4890,665,783,759,1884,11148,408,150,1,8231,870,1269,1044,40950
Lineups,-1628379-1629638-1630249-1630552-1642854-,L. Kennard - N. Alexander-Walker - V. Krejčí - J. Johnson - A. Newell,1610612737,ATL,6,2,4,0.333,13.65,12,28,0.429,3,13,0.231,2,2,1,2,11,13,9,2,2,2,0,6,4,29,-4,598,1303,13171,7287,1148,1123,966,6897,1515,823,6539,3333,3947,1,2126,890,1090,893,9370,1411,741,1,12415,1820,1398,10850,40950
Lineups,-1626167-1626171-1629645-1631157-1631260-,M. Turner - B. Portis - K. Porter Jr. - R. Rollins - A. Green,1610612749,MIL,4,1,3,0.25,13.65,12,25,0.48,4,10,0.4,2,4,0.5,3,10,13,7,5,3,1,0,4,4,30,6,1219,2730,12599,7765,1148,1123,1140,6139,1046,1211,4028,3333,2301,5719,1332,1027,1090,1254,12556,880,1555,1,11322,1820,1330,1298,40950
