GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-203083-1629656-1630178-1631230-1642845-,A. Drummond - Q. Grimes - T. Maxey - D. Barlow - V. Edgecombe,1610612755,PHI,8,5,3,0.625,35.231667,27,72,0.375,7,30,0.233,10,15,0.667,10,27,37,11,11,8,5,2,15,14,71,-2,340,282,12599,5456,290,333,251,8060,470,239,6536,501,373,5045,229,247,226,672,13438,210,195,12186,13453,299,365,8514,105695
Lineups,-201143-201939-203110-1630541-1641764-,A. Horford - S. Curry - D. Green - M. Moody - B. Podziemski,1610612744,GSW,4,2,2,0.5,35.128333,35,72,0.486,14,41,0.341,13,16,0.813,10,25,35,28,11,12,5,1,9,13,97,25,1219,1303,11030,5714,291,247,251,6079,177,160,4699,328,341,3958,229,271,256,185,13438,106,195,9470,13045,335,242,80,105385
Lineups,-1629008-1629611-1629651-1642856-1642962-,M. Porter Jr. - T. Mann - N. Claxton - E. Dëmin - D. Powell,1610612751,BKN,11,1,10,0.091,35.116667,24,65,0.369,7,26,0.269,8,14,0.571,11,17,28,20,11,5,2,5,14,9,63,-31,160,2730,13721,8002,292,418,286,8229,470,316,5976,719,434,5663,194,480,351,284,13438,408,741,13496,13422,602,458,13726,105350
Lineups,-1629111-1629630-1630583-1642377-1642907-,J. Landale - J. Morant - S. Aldama - J. Wells - C. Coward,1610612763,MEM,11,3,8,0.273,35.075,26,73,0.356,11,36,0.306,12,15,0.8,11,23,34,18,14,7,1,4,17,14,75,-9,160,720,13678,7759,293,365,243,8382,250,189,5707,373,373,3981,194,304,265,333,13527,249,1555,13351,13500,299,338,13000,105225
Lineups,-201572-201587-201935-202695-1627739-,B. Lopez - N. Batum - J. Harden - K. Leonard - K. Dunn,1610612746,LAC,4,3,1,0.75,34.98,27,54,0.5,13,34,0.382,26,26,1,5,20,25,16,8,11,3,3,11,18,93,30,1219,720,4483,4636,294,333,370,4193,200,202,4428,117,163,1,665,376,432,389,13215,121,413,13011,13261,203,264,41,104940
Lineups,-1627783-1630174-1630543-1631245-1641716-,P. Siakam - A. Nesmith - I. Jackson - Q. Jackson - J. Walker,1610612754,IND,3,1,2,0.333,34.85,30,69,0.435,12,27,0.444,16,17,0.941,8,30,38,18,6,8,0,7,17,15,88,20,1801,2730,11030,7287,295,293,266,6863,216,299,3711,246,311,3285,337,206,218,333,12838,210,4136,13606,13500,268,275,127,104550
Lineups,-1627936-1628983-1630198-1631119-1642349-,A. Caruso - S. Gilgeous-Alexander - I. Joe - J. Williams - A. Mitchell,1610612760,OKC,8,7,1,0.875,34.741667,39,70,0.557,24,37,0.649,19,24,0.792,9,28,37,28,6,8,3,3,18,16,121,53,340,139,4483,4494,296,204,262,3581,80,182,1750,183,187,4197,276,233,226,185,12838,210,413,13011,13515,248,171,12,104225
Lineups,-1626156-1629023-1629655-1631108-1642843-,D. Russell - P. Washington - D. Gafford - M. Christie - C. Flagg,1610612742,DAL,5,1,4,0.2,34.55,26,63,0.413,9,26,0.346,5,9,0.556,2,22,24,22,9,4,6,3,11,10,66,-30,845,2730,13171,7897,297,365,299,7351,320,316,4684,1368,860,5700,2126,322,457,258,13316,577,150,13011,13261,510,413,13725,103650
Lineups,-1628963-1630551-1642267-1642358-1642860-,M. Bagley III - J. Champagnie - B. Carrington - A. Johnson - W. Riley,1610612764,WAS,7,3,4,0.429,34.468333,29,68,0.426,6,28,0.214,9,10,0.9,8,21,29,16,16,7,2,8,17,9,73,-10,450,720,13171,7115,298,310,270,7190,590,279,6607,587,739,3367,337,351,340,389,13579,249,741,13640,13500,602,353,13136,103405
Lineups,-1629008-1630533-1630549-1641730-1642856-,M. Porter Jr. - Z. Williams - D. Sharpe - N. Clowney - E. Dëmin,1610612751,BKN,3,1,2,0.333,34.281667,31,55,0.564,17,35,0.486,8,12,0.667,5,19,24,20,15,9,2,2,13,11,87,23,1801,2730,11030,7287,299,284,365,3533,140,197,3598,719,551,5045,665,409,457,284,13558,162,741,12186,13381,443,278,92,102845
Lineups,-1630578-1631095-1631106-1641708-1642263-,A. Sengun - J. Smith Jr. - T. Eason - A. Thompson - R. Sheppard,1610612745,HOU,8,5,3,0.625,34.203333,34,63,0.54,9,21,0.429,6,7,0.857,9,26,35,19,15,8,3,6,15,9,83,-2,340,282,12599,5456,300,259,299,3855,320,397,3801,1086,1228,3565,276,256,256,307,13558,210,413,13564,13453,602,299,8514,102610
Lineups,-203468-1628379-1629638-1630168-1631243-,C. McCollum - L. Kennard - N. Alexander-Walker - O. Okongwu - M. Gueye,1610612737,ATL,6,5,1,0.833,33.978333,35,66,0.53,16,28,0.571,12,15,0.8,7,22,29,26,9,7,4,4,9,12,98,8,598,282,4483,4515,301,247,282,3970,150,279,1954,373,373,3981,406,322,340,201,13316,249,271,13351,13045,383,239,860,101935
Lineups,-1628970-1630544-1631217-1642851-1642883-,M. Bridges - T. Mann - M. Diabaté - K. Knueppel - S. James,1610612766,CHA,8,3,5,0.375,33.851667,26,64,0.406,7,27,0.259,13,17,0.765,14,19,33,17,10,4,2,3,13,9,72,-18,340,720,13413,7255,302,365,293,7407,470,299,6000,328,311,4325,133,409,275,361,13379,577,741,13011,13381,602,362,13610,101555
Lineups,-201142-1630578-1631095-1631106-1642263-,K. Durant - A. Sengun - J. Smith Jr. - T. Eason - R. Sheppard,1610612745,HOU,9,5,4,0.556,33.723333,27,58,0.466,8,25,0.32,17,20,0.85,7,20,27,20,10,7,4,2,13,13,79,-3,261,282,13171,5679,303,333,327,6331,382,328,5658,224,243,3665,406,376,373,284,13379,249,271,12186,13381,335,314,9883,101170
Lineups,-1629130-1629750-1630194-1641842-1642450-,D. Robinson - J. Green - P. Reed - R. Holland II - D. Jenkins,1610612765,DET,4,4,0,1,33.645,26,68,0.382,10,23,0.435,6,7,0.857,12,21,33,20,15,10,3,6,10,9,68,-9,1219,451,1,1,304,365,270,8035,278,365,3794,1086,1228,3565,168,351,275,284,13558,136,413,13564,13160,602,396,13000,100935
Lineups,-1626162-1630178-1631230-1641737-1642845-,K. Oubre Jr. - T. Maxey - D. Barlow - A. Bona - V. Edgecombe,1610612755,PHI,9,4,5,0.444,33.63,19,60,0.317,5,27,0.185,16,19,0.842,11,20,31,8,11,8,3,6,16,13,59,-17,261,451,13413,7100,305,597,318,9464,767,299,6876,246,260,3691,194,376,305,1060,13438,210,413,13564,13478,335,503,13579,100890
Lineups,-203114-203468-1642259-1642273-1642848-,K. Middleton - C. McCollum - A. Sarr - K. George - T. Johnson,1610612764,WAS,6,2,4,0.333,33.571667,37,73,0.507,14,30,0.467,6,7,0.857,13,23,36,23,11,5,4,4,15,7,94,15,598,1303,13171,7287,306,221,243,4178,177,239,3621,1086,1228,3565,156,304,243,242,13438,408,271,13351,13453,870,256,252,100715
Lineups,-203084-1628368-1630170-1630577-1641705-,H. Barnes - D. Fox - D. Vassell - J. Champagnie - V. Wembanyama,1610612759,SAS,8,5,3,0.625,33.566667,31,61,0.508,10,30,0.333,11,14,0.786,7,30,37,23,10,8,3,1,9,11,83,19,340,282,12599,5456,307,284,309,4172,278,239,4709,425,434,4207,406,206,226,242,13379,210,413,9470,13045,443,299,137,100700
Lineups,-201942-203471-203897-1627734-1631165-,D. DeRozan - D. Schröder - Z. LaVine - D. Sabonis - K. Ellis,1610612758,SAC,9,1,8,0.111,33.486667,23,58,0.397,10,22,0.455,9,9,1,3,16,19,14,11,7,2,2,11,11,65,-34,261,2730,13678,7997,308,451,327,7910,278,376,3664,587,860,1,1332,522,643,484,13438,249,741,12186,13261,443,428,13734,100460
Lineups,-1628401-1629674-1630202-1630573-1641775-,D. White - N. Queta - P. Pritchard - S. Hauser - J. Walsh,1610612738,BOS,6,4,2,0.667,33.393333,29,57,0.509,9,24,0.375,12,15,0.8,6,25,31,20,6,7,2,4,5,14,79,13,598,451,11030,4903,309,310,345,4169,320,343,4448,373,373,3981,522,271,305,284,12838,249,741,13351,11988,299,314,343,100180
Lineups,-201142-1629006-1630578-1631106-1641708-,K. Durant - J. Okogie - A. Sengun - T. Eason - A. Thompson,1610612745,HOU,10,5,5,0.5,33.361667,28,57,0.491,7,18,0.389,10,15,0.667,8,19,27,17,13,12,4,6,19,14,73,-11,213,282,13413,5714,310,319,345,6049,470,515,4375,501,373,5045,337,409,373,361,13503,106,271,13564,13535,299,353,13245,100085
Lineups,-1628970-1629012-1630163-1631217-1642851-,M. Bridges - C. Sexton - L. Ball - M. Diabaté - K. Knueppel,1610612766,CHA,16,9,7,0.563,33.353333,32,62,0.516,12,32,0.375,5,7,0.714,2,25,27,26,14,3,7,3,23,15,81,12,47,61,13630,5677,311,273,304,4113,216,217,4448,1368,1228,4890,2126,271,373,201,13527,880,105,13011,13590,268,303,409,100060
Lineups,-203939-1630230-1630314-1631108-1642843-,D. Powell - N. Marshall - B. Williams - M. Christie - C. Flagg,1610612742,DAL,9,4,5,0.444,33.266667,33,68,0.485,5,15,0.333,15,17,0.882,6,16,22,21,3,8,1,5,13,15,86,-9,261,451,13413,7100,312,264,270,6087,767,677,4709,263,311,3448,522,522,513,268,11148,210,1555,13496,13381,268,283,13000,99800
Lineups,-203937-1641718-1641729-1642268-1642271-,K. Anderson - K. George - B. Sensabaugh - I. Collier - K. Filipowski,1610612762,UTA,6,1,5,0.167,33.241667,35,66,0.53,11,21,0.524,10,13,0.769,6,26,32,27,11,6,5,5,15,9,91,-1,598,2730,13413,7953,313,247,282,3970,250,397,2082,501,484,4301,522,256,290,191,13438,311,195,13496,13453,602,268,7472,99725
Lineups,-201142-203500-1629006-1631095-1642263-,K. Durant - S. Adams - J. Okogie - J. Smith Jr. - R. Sheppard,1610612745,HOU,15,8,7,0.533,33.2,36,69,0.522,10,22,0.455,14,16,0.875,14,29,43,16,10,4,6,3,17,14,96,18,59,91,13630,5707,314,234,266,4060,278,376,3664,298,341,3459,133,221,190,389,13379,577,150,13011,13500,299,245,159,99600
Lineups,-1628378-1629631-1630596-1641772-1641854-,D. Mitchell - D. Hunter - E. Mobley - N. Tomlin - C. Porter Jr.,1610612739,CLE,8,5,3,0.625,33.193333,32,65,0.492,13,28,0.464,14,17,0.824,6,21,27,23,7,5,1,5,16,12,91,7,340,282,12599,5456,315,273,286,6046,200,279,3632,298,311,3909,522,351,373,242,13067,408,1555,13496,13478,383,268,1044,99580
Lineups,-201942-203471-1628370-1642363-1642928-,D. DeRozan - D. Schröder - M. Monk - N. Clifford - D. Cardwell,1610612758,SAC,8,2,6,0.25,33.186667,30,59,0.508,12,27,0.444,10,14,0.714,6,28,34,19,8,3,4,1,11,8,82,4,340,1303,13557,7765,316,293,323,4170,216,299,3711,501,434,4890,522,233,265,307,13215,880,271,9470,13261,726,301,2140,99560
Lineups,-1626162-1630178-1631133-1641737-1642845-,K. Oubre Jr. - T. Maxey - J. Walker - A. Bona - V. Edgecombe,1610612755,PHI,9,5,4,0.556,33.033333,27,64,0.422,6,24,0.25,6,7,0.857,10,20,30,8,12,4,8,9,20,7,66,-28,261,282,13171,5679,317,333,293,7218,590,343,6007,1086,1228,3565,229,376,321,1060,13480,577,81,13664,13545,870,413,13716,99100
Lineups,-201566-201942-203897-1630173-1631099-,R. Westbrook - D. DeRozan - Z. LaVine - P. Achiuwa - K. Murray,1610612758,SAC,7,2,5,0.286,32.983333,32,61,0.525,10,26,0.385,10,12,0.833,7,21,28,18,7,7,1,4,8,10,84,15,450,1303,13413,7736,318,273,309,4030,278,316,4394,501,551,3700,406,351,351,333,13067,249,1555,13351,12907,510,293,252,98950
Lineups,-1629008-1630549-1641730-1642849-1642856-,M. Porter Jr. - D. Sharpe - N. Clowney - N. Traore - E. Dëmin,1610612751,BKN,4,1,3,0.25,32.93,18,57,0.316,5,29,0.172,13,15,0.867,6,26,32,11,15,6,2,2,10,10,54,-16,1219,2730,12599,7765,319,651,345,9465,767,260,6903,328,373,3545,522,256,290,672,13558,311,741,12186,13160,510,577,13548,98790
Lineups,-203994-1628374-1641718-1641729-1642268-,J. Nurkić - L. Markkanen - K. George - B. Sensabaugh - I. Collier,1610612762,UTA,6,3,3,0.5,32.806667,27,47,0.574,10,19,0.526,23,26,0.885,3,22,25,16,14,4,4,3,15,19,87,8,598,720,12599,5714,320,333,463,3301,278,471,2078,138,163,3445,1332,322,432,389,13527,577,271,13011,13453,190,278,860,98420
Lineups,-202696-1628989-1630245-1630581-1641824-,N. Vučević - K. Huerter - A. Dosunmu - J. Giddey - M. Buzelis,1610612741,CHI,8,6,2,0.75,32.8,32,64,0.5,8,21,0.381,6,8,0.75,7,22,29,19,10,7,4,3,6,10,78,9,340,199,11030,4636,321,273,293,4193,382,397,4432,1086,1008,4340,406,322,340,307,13379,249,271,13011,12415,510,319,683,98400
Lineups,-203935-1629029-1629060-1629637-1630559-,M. Smart - L. Dončić - R. Hachimura - J. Hayes - A. Reaves,1610612747,LAL,7,6,1,0.857,32.775,30,53,0.566,14,31,0.452,20,24,0.833,5,25,30,18,8,4,2,0,17,19,94,19,450,199,4483,4498,322,293,381,3519,177,231,3703,174,187,3700,665,271,321,333,13215,577,741,1,13500,190,256,137,98325
Lineups,-203083-1629656-1630178-1631230-1642348-,A. Drummond - Q. Grimes - T. Maxey - D. Barlow - J. Edwards,1610612755,PHI,7,3,4,0.429,32.65,20,54,0.37,5,23,0.217,10,13,0.769,6,28,34,13,13,1,2,2,9,14,55,-17,450,720,13171,7115,323,550,370,8223,767,365,6606,501,484,4301,522,233,265,531,13503,2659,741,12186,13045,299,567,13579,97950
Lineups,-201144-203944-1629675-1630183-1641740-,M. Conley - J. Randle - N. Reid - J. McDaniels - J. Clark,1610612750,MIN,14,13,1,0.929,32.391667,33,50,0.66,11,21,0.524,20,26,0.769,4,16,20,21,11,10,2,2,18,15,97,19,79,16,4483,4483,324,264,412,2532,250,397,2082,174,163,4301,932,522,593,268,13438,136,741,12186,13515,268,242,137,97175
Lineups,-1628378-1628386-1629631-1630596-1642281-,D. Mitchell - J. Allen - D. Hunter - E. Mobley - J. Tyson,1610612739,CLE,6,4,2,0.667,32.375,27,56,0.482,11,24,0.458,16,20,0.8,6,18,24,18,13,6,5,4,6,18,81,-9,598,451,11030,4903,325,333,350,6115,250,343,3657,246,243,3981,522,446,457,333,13503,311,195,13351,12415,203,303,13000,97125
Lineups,-1630166-1631126-1631321-1641739-1642270-,D. Avdija - C. Love - S. Cissoko - T. Camara - D. Clingan,1610612757,POR,12,7,5,0.583,32.366667,31,58,0.534,7,27,0.259,12,17,0.706,10,15,25,24,10,6,4,3,12,16,81,-8,123,139,13413,5624,326,284,327,3919,470,299,6000,373,311,4977,229,577,432,224,13379,311,271,13011,13326,248,303,12780,97100
Lineups,-203501-203932-1627750-1631212-1642461-,T. Hardaway Jr. - A. Gordon - J. Murray - P. Watson - S. Jones,1610612743,DEN,6,5,1,0.833,32.211667,27,50,0.54,12,29,0.414,22,26,0.846,3,17,20,17,8,3,1,3,14,20,88,-5,598,282,4483,4515,327,333,412,3852,216,260,3990,151,163,3677,1332,480,593,361,13215,880,1555,13011,13422,179,275,11580,96635
Lineups,-1628436-1629640-1630577-1642264-1642844-,L. Kornet - K. Johnson - J. Champagnie - S. Castle - D. Harper,1610612759,SAS,14,9,5,0.643,32.1,24,53,0.453,8,21,0.381,9,11,0.818,9,19,28,15,15,6,2,7,18,8,65,-17,79,61,13413,5442,328,418,381,6565,382,397,4432,587,643,3922,276,409,351,432,13558,311,741,13606,13515,726,428,13579,96300
Lineups,-203084-1628368-1628436-1629640-1630577-,H. Barnes - D. Fox - L. Kornet - K. Johnson - J. Champagnie,1610612759,SAS,12,11,1,0.917,32.036667,27,61,0.443,8,29,0.276,22,27,0.815,8,28,36,16,2,6,3,1,10,18,84,27,123,28,4483,4484,329,333,309,6767,382,260,5924,151,150,3953,337,233,243,389,9370,311,413,9470,13160,203,293,54,96110
Lineups,-203500-1628988-1630578-1641708-1642263-,S. Adams - A. Holiday - A. Sengun - A. Thompson - R. Sheppard,1610612745,HOU,10,7,3,0.7,32.016667,30,63,0.476,8,21,0.381,9,10,0.9,12,20,32,14,11,8,2,1,10,13,77,-2,213,139,12599,4880,330,293,299,6196,382,397,4432,587,739,3367,168,376,290,484,13438,210,741,9470,13160,335,324,8514,96050
Lineups,-1629611-1630549-1630560-1642849-1642874-,T. Mann - D. Sharpe - C. Thomas - N. Traore - D. Wolf,1610612751,BKN,2,1,1,0.5,32.016667,31,65,0.477,11,24,0.458,4,6,0.667,8,22,30,19,5,4,2,7,18,4,77,0,2989,2730,4483,5714,330,284,286,6194,250,343,3657,1795,1466,5045,337,322,321,307,12556,577,741,13606,13515,1820,324,5539,96050
Lineups,-1629638-1630249-1630552-1630700-1631243-,N. Alexander-Walker - V. Krejčí - J. Johnson - D. Daniels - M. Gueye,1610612737,ATL,15,6,9,0.4,32.013333,31,61,0.508,12,30,0.4,7,8,0.875,7,16,23,23,7,8,1,2,17,7,81,4,59,199,13708,7150,332,284,309,4172,216,239,4028,877,1008,3459,406,522,483,242,13067,210,1555,12186,13500,870,303,2140,96040
Lineups,-1629611-1629651-1630533-1641730-1642856-,T. Mann - N. Claxton - Z. Williams - N. Clowney - E. Dëmin,1610612751,BKN,6,1,5,0.167,32,23,57,0.404,10,35,0.286,6,7,0.857,10,21,31,16,12,6,3,5,11,7,62,-9,598,2730,13413,7953,333,451,345,7414,278,197,5794,1086,1228,3565,229,351,305,389,13480,311,413,13496,13261,870,467,13000,96000
Lineups,-203903-1626157-1628404-1628969-1628973-,J. Clarkson - K. Towns - J. Hart - M. Bridges - J. Brunson,1610612752,NYK,13,10,3,0.769,31.761667,23,51,0.451,7,25,0.28,18,20,0.9,8,17,25,11,10,3,3,2,19,18,71,-15,100,39,12599,4633,334,451,401,6580,470,328,5916,201,243,3367,337,480,432,672,13379,880,413,12186,13535,203,365,13509,95285
Lineups,-1627742-1629628-1630193-1630534-1630567-,B. Ingram - R. Barrett - I. Quickley - O. Agbaji - S. Barnes,1610612761,TOR,4,2,2,0.5,31.758333,32,58,0.552,7,24,0.292,10,13,0.769,5,25,30,23,6,2,2,4,11,11,81,-8,1219,1303,11030,5714,335,273,327,3714,470,343,5786,501,484,4301,665,271,321,242,12838,1411,741,13351,13261,443,303,12780,95275
Lineups,-1628384-1628969-1628973-1629011-1630540-,O. Anunoby - M. Bridges - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,8,4,4,0.5,31.605,27,53,0.509,16,28,0.571,10,11,0.909,10,22,32,16,10,7,3,4,10,7,80,20,340,451,13171,5714,336,333,381,4165,150,279,1954,501,643,3341,229,322,290,389,13379,249,413,13351,13160,870,311,127,94815
Lineups,-203952-1628389-1629639-1630558-1641796-,A. Wiggins - B. Adebayo - T. Herro - D. Mitchell - P. Larsson,1610612748,MIA,4,1,3,0.25,31.566667,30,62,0.484,10,17,0.588,10,13,0.769,3,23,26,24,8,7,2,5,8,15,80,1,1219,2730,12599,7765,337,293,304,6094,278,557,1943,501,484,4301,1332,304,402,224,13215,249,741,13496,12907,268,311,4611,94700
Lineups,-1629611-1629651-1641730-1642856-1642874-,T. Mann - N. Claxton - N. Clowney - E. Dëmin - D. Wolf,1610612751,BKN,2,0,2,0,31.566667,23,54,0.426,9,27,0.333,7,15,0.467,4,22,26,18,8,5,5,2,10,12,62,-17,2989,8003,11030,8003,337,451,370,7193,320,299,4709,877,373,6842,932,322,402,333,13215,408,195,12186,13160,383,467,13579,94700
Lineups,-203954-1626162-1629656-1630178-1642845-,J. Embiid - K. Oubre Jr. - Q. Grimes - T. Maxey - V. Edgecombe,1610612755,PHI,10,5,5,0.5,31.551667,26,56,0.464,9,18,0.5,23,25,0.92,4,16,20,17,6,5,2,3,9,14,84,12,213,282,13413,5714,339,365,350,6340,320,515,2090,138,176,3316,932,522,593,361,12838,408,741,13011,13045,299,293,409,94655
Lineups,-203939-1630230-1631108-1642843-1642948-,D. Powell - N. Marshall - M. Christie - C. Flagg - R. Nembhard,1610612742,DAL,9,7,2,0.778,31.511667,32,58,0.552,11,24,0.458,10,12,0.833,4,22,26,17,9,5,3,4,9,11,85,16,261,139,11030,4625,340,273,327,3714,250,343,3657,501,551,3700,932,322,402,361,13316,408,413,13351,13045,443,287,222,94535
Lineups,-1629026-1630598-1631096-1631114-1642349-,K. Williams - A. Wiggins - C. Holmgren - J. Williams - A. Mitchell,1610612760,OKC,4,4,0,1,31.45,32,54,0.593,5,16,0.313,5,7,0.714,7,19,26,18,13,6,3,0,12,15,74,3,1219,451,1,1,341,273,370,3181,767,614,5673,1368,1228,4890,406,409,402,333,13503,311,413,1,13326,268,341,2690,94350
Lineups,-1628997-1629655-1630230-1631108-1642843-,C. Martin - D. Gafford - N. Marshall - M. Christie - C. Flagg,1610612742,DAL,7,0,7,0,31.391667,27,62,0.435,6,18,0.333,9,11,0.818,9,24,33,14,7,4,2,3,10,11,69,-24,450,8003,13630,8003,342,333,304,6861,590,515,4709,587,643,3922,276,290,275,484,13067,577,741,13011,13160,443,385,13692,94175
Lineups,-1629048-1631094-1641710-1641783-1642859-,G. Bitadze - P. Banchero - A. Black - T. da Silva - J. Richardson,1610612753,ORL,6,1,5,0.167,31.385,22,50,0.44,7,21,0.333,18,21,0.857,3,24,27,15,10,1,7,5,11,15,69,-2,598,2730,13413,7953,343,487,412,6782,470,397,4709,201,229,3565,1332,290,373,432,13379,2659,105,13496,13261,268,385,8514,94155
Lineups,-1641729-1642262-1642268-1642271-1642846-,B. Sensabaugh - C. Williams - I. Collier - K. Filipowski - A. Bailey,1610612762,UTA,6,2,4,0.333,31.318333,20,50,0.4,7,19,0.368,16,23,0.696,6,22,28,12,11,9,2,5,22,17,63,-18,598,1303,13171,7287,344,550,412,7421,470,471,4564,246,199,5014,522,322,351,609,13438,162,741,13496,13572,226,458,13610,93955
Lineups,-202696-1629632-1630171-1630245-1641824-,N. Vučević - C. White - I. Okoro - A. Dosunmu - M. Buzelis,1610612741,CHI,8,2,6,0.25,31.3,30,60,0.5,10,28,0.357,17,17,1,4,23,27,23,6,1,1,2,18,13,87,-2,340,1303,13557,7765,345,293,318,4193,278,279,4632,224,311,1,932,304,373,242,12838,2659,1555,12186,13515,335,278,8514,93900
Lineups,-203497-203944-1630162-1630183-1630538-,R. Gobert - J. Randle - A. Edwards - J. McDaniels - B. Hyland,1610612750,MIN,12,7,5,0.583,31.286667,31,60,0.517,4,17,0.235,11,14,0.786,11,23,34,15,7,1,3,3,15,12,77,-8,123,139,13413,5624,346,284,318,4111,1046,557,6528,425,434,4207,194,304,265,432,13067,2659,413,13011,13453,383,324,12780,93860
Lineups,-202685-203501-1628971-1629618-1629661-,J. Valančiūnas - T. Hardaway Jr. - B. Brown - J. Pickett - C. Johnson,1610612743,DEN,5,4,1,0.8,31.2,26,58,0.448,9,26,0.346,10,13,0.769,7,25,32,18,3,3,1,0,13,13,71,0,845,451,4483,4545,347,365,327,6605,320,316,4684,501,484,4301,406,271,290,333,11148,880,1555,1,13381,335,365,5539,93600
Lineups,-2544-1629029-1629216-1629637-1631222-,L. James - L. Dončić - G. Vincent - J. Hayes - J. LaRavia,1610612747,LAL,11,9,2,0.818,31.1,28,56,0.5,12,30,0.4,16,23,0.696,7,19,26,18,10,3,4,2,15,19,84,7,160,61,11030,4543,348,319,350,4193,216,239,4028,246,199,5014,406,409,402,333,13379,880,271,12186,13453,190,293,1044,93300
Lineups,-1626162-1629656-1630178-1631133-1641737-,K. Oubre Jr. - Q. Grimes - T. Maxey - J. Walker - A. Bona,1610612755,PHI,14,7,7,0.5,31.08,21,56,0.375,5,21,0.238,17,21,0.81,7,25,32,9,9,10,5,9,14,15,64,6,79,139,13630,5714,349,522,350,8060,767,397,6522,224,229,3968,406,271,290,893,13316,136,195,13664,13422,268,442,1298,93240
Lineups,-1630549-1630560-1642849-1642874-1642962-,D. Sharpe - C. Thomas - N. Traore - D. Wolf - D. Powell,1610612751,BKN,4,1,3,0.25,31.066667,28,56,0.5,9,24,0.375,9,10,0.9,6,17,23,16,9,5,1,4,19,9,74,1,1219,2730,12599,7765,350,319,350,4193,320,343,4448,587,739,3367,522,480,483,389,13316,408,1555,13351,13535,602,341,4611,93200
Lineups,-203994-1628374-1629004-1641718-1642268-,J. Nurkić - L. Markkanen - S. Mykhailiuk - K. George - I. Collier,1610612762,UTA,8,3,5,0.375,30.98,27,56,0.482,9,23,0.391,8,10,0.8,5,18,23,23,14,6,1,10,17,9,71,-21,340,720,13413,7255,351,333,350,6115,320,365,4371,719,739,3981,665,446,483,242,13527,311,1555,13676,13500,602,365,13669,92940
Lineups,-202699-1629130-1631105-1641709-1642450-,T. Harris - D. Robinson - J. Duren - A. Thompson - D. Jenkins,1610612765,DET,8,8,0,1,30.98,28,56,0.5,12,28,0.429,18,22,0.818,10,22,32,20,12,9,3,3,22,16,86,17,340,91,1,1,351,319,350,4193,216,279,3801,201,215,3922,229,322,290,284,13480,162,413,13011,13572,248,283,195,92940
Lineups,-1629008-1629611-1629651-1630533-1642856-,M. Porter Jr. - T. Mann - N. Claxton - Z. Williams - E. Dëmin,1610612751,BKN,9,4,5,0.444,30.71,26,52,0.5,12,30,0.4,13,15,0.867,6,13,19,20,9,3,4,3,14,14,77,2,261,451,13413,7100,353,365,395,4193,216,239,4028,328,373,3545,522,703,643,284,13316,880,271,13011,13422,299,324,3467,92130
Lineups,-203994-1628374-1628991-1642268-1642846-,J. Nurkić - L. Markkanen - J. Jackson Jr. - I. Collier - A. Bailey,1610612762,UTA,3,2,1,0.667,30.616667,31,61,0.508,8,21,0.381,4,8,0.5,10,23,33,24,10,7,2,4,15,12,74,6,1801,1303,4483,4903,354,284,309,4172,382,397,4432,1795,1008,5719,229,304,275,224,13379,249,741,13351,13453,383,341,1298,91850
Lineups,-202696-1628989-1630171-1630172-1630581-,N. Vučević - K. Huerter - I. Okoro - P. Williams - J. Giddey,1610612741,CHI,11,5,6,0.455,30.551667,30,58,0.517,14,27,0.519,12,14,0.857,4,24,28,21,10,4,6,4,16,10,86,1,160,282,13557,7083,355,293,327,4106,177,299,2087,373,434,3565,932,290,351,268,13379,577,150,13351,13478,510,283,4611,91655
Lineups,-203952-1626181-1628389-1631170-1641796-,A. Wiggins - N. Powell - B. Adebayo - J. Jaquez Jr. - P. Larsson,1610612748,MIA,8,6,2,0.75,30.361667,25,48,0.521,3,12,0.25,21,27,0.778,4,26,30,12,11,4,3,2,9,18,74,12,340,199,11030,4636,356,396,445,4076,1515,920,6007,160,150,4234,932,256,321,609,13438,577,413,12186,13045,203,341,409,91085
Lineups,-1629627-1630180-1630529-1630530-1642274-,Z. Williamson - S. Bey - H. Jones - T. Murphy III - Y. Missi,1610612740,NOP,6,3,3,0.5,30.33,27,46,0.587,11,18,0.611,25,28,0.893,5,21,26,18,6,5,5,2,13,17,90,28,598,720,12599,5714,357,333,489,3209,250,515,1784,124,144,3407,665,351,402,333,12838,408,195,12186,13381,226,271,51,90990
