PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,NICKNAME,Restricted_Area_FGM,Restricted_Area_FGA,Restricted_Area_FG_PCT,In_The_Paint_Non_RA_FGM,In_The_Paint_Non_RA_FGA,In_The_Paint_Non_RA_FG_PCT,Mid_Range_FGM,Mid_Range_FGA,Mid_Range_FG_PCT,Left_Corner_3_FGM,Left_Corner_3_FGA,Left_Corner_3_FG_PCT,Right_Corner_3_FGM,Right_Corner_3_FGA,Right_Corner_3_FG_PCT,Above_the_Break_3_FGM,Above_the_Break_3_FGA,Above_the_Break_3_FG_PCT,Backcourt_FGM,Backcourt_FGA,Backcourt_FG_PCT,Corner_3_FGM,Corner_3_FGA,Corner_3_FG_PCT
1630639,A.J. Lawson,1610612761,TOR,25,A.J.,7,14,0.5,1,5,0.2,0,0,0,4,9,0.444,1,6,0.167,3,7,0.429,0,0,0,5,15,0.333
1631260,AJ Green,1610612749,MIL,26,AJ,8,13,0.615,8,13,0.615,5,15,0.333,28,57,0.491,26,49,0.531,97,244,0.398,0,0,0,54,106,0.509
1642358,AJ Johnson,1610612742,DAL,21,AJ,13,35,0.371,7,23,0.304,0,3,0,0,0,0,1,4,0.25,6,23,0.261,0,0,0,1,4,0.25
203932,Aaron Gordon,1610612743,DEN,30,Aaron,66,86,0.767,18,47,0.383,13,35,0.371,5,14,0.357,3,9,0.333,34,82,0.415,0,0,0,8,23,0.348
1628988,Aaron Holiday,1610612745,HOU,29,Aaron,6,13,0.462,14,30,0.467,3,10,0.3,10,18,0.556,5,14,0.357,27,76,0.355,0,0,0,15,32,0.469
1630174,Aaron Nesmith,1610612754,IND,26,Aaron,34,71,0.479,21,58,0.362,13,36,0.361,5,12,0.417,17,42,0.405,54,151,0.358,0,0,0,22,54,0.407
1630598,Aaron Wiggins,1610612760,OKC,27,Aaron,60,99,0.606,22,59,0.373,4,11,0.364,13,41,0.317,10,21,0.476,52,132,0.394,0,0,0,23,62,0.371
1642846,Ace Bailey,1610612762,UTA,19,Ace,82,123,0.667,37,68,0.544,41,112,0.366,10,30,0.333,13,48,0.271,50,137,0.365,0,0,0,23,78,0.295
1641737,Adem Bona,1610612755,PHI,22,Adem,62,102,0.608,5,12,0.417,0,0,0,1,4,0.25,0,0,0,1,1,1,0,0,0,1,4,0.25
1642876,Adou Thiero,1610612747,LAL,21,Adou,7,13,0.538,2,6,0.333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1642349,Ajay Mitchell,1610612760,OKC,23,Ajay,87,130,0.669,76,149,0.51,11,40,0.275,13,32,0.406,4,10,0.4,31,95,0.326,0,0,0,17,42,0.405
201143,Al Horford,1610612744,GSW,39,Al,18,28,0.643,22,37,0.595,7,14,0.5,4,14,0.286,9,22,0.409,36,109,0.33,0,0,0,13,36,0.361
1627936,Alex Caruso,1610612760,OKC,31,Alex,37,51,0.725,5,20,0.25,4,5,0.8,6,26,0.231,5,26,0.192,28,68,0.412,0,0,0,11,52,0.212
1642259,Alex Sarr,1610612764,WAS,20,Alex,151,210,0.719,76,191,0.398,18,55,0.327,2,5,0.4,1,4,0.25,37,110,0.336,0,0,0,3,9,0.333
1642918,Alijah Martin,1610612761,TOR,24,Alijah,5,9,0.556,4,10,0.4,0,1,0,0,4,0,0,0,0,2,8,0.25,0,0,0,0,4,0
1630578,Alperen Sengun,1610612745,HOU,23,Alperen,187,278,0.673,128,297,0.431,29,82,0.354,1,3,0.333,2,4,0.5,23,80,0.288,0,0,0,3,7,0.429
1642873,Amari Williams,1610612738,BOS,24,Amari,6,11,0.545,1,4,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641708,Amen Thompson,1610612745,HOU,23,Amen,227,322,0.705,87,212,0.41,21,77,0.273,5,22,0.227,6,30,0.2,7,35,0.2,0,1,0,11,52,0.212
1629599,Amir Coffey,1610612756,PHX,28,Amir,13,14,0.929,4,9,0.444,5,12,0.417,1,8,0.125,5,13,0.385,3,10,0.3,0,0,0,6,21,0.286
203083,Andre Drummond,1610612755,PHI,32,Andre,77,138,0.558,13,27,0.481,0,1,0,8,24,0.333,9,18,0.5,2,9,0.222,0,0,0,17,42,0.405
1641748,Andre Jackson Jr.,1610612749,MIL,24,Andre,6,9,0.667,1,9,0.111,0,1,0,1,4,0.25,0,6,0,4,16,0.25,0,0,0,1,10,0.1
1629614,Andrew Nembhard,1610612754,IND,26,Andrew,66,107,0.617,54,115,0.47,59,144,0.41,2,11,0.182,3,11,0.273,78,206,0.379,0,0,0,5,22,0.227
203952,Andrew Wiggins,1610612748,MIA,30,Andrew,118,179,0.659,54,140,0.386,35,81,0.432,19,40,0.475,7,19,0.368,72,189,0.381,0,0,0,26,59,0.441
1629014,Anfernee Simons,1610612741,CHI,26,Anfernee,38,54,0.704,56,104,0.538,40,99,0.404,8,20,0.4,8,15,0.533,126,332,0.38,0,0,0,16,35,0.457
1641710,Anthony Black,1610612753,ORL,22,Anthony,154,227,0.678,46,127,0.362,17,54,0.315,21,46,0.457,14,33,0.424,53,177,0.299,1,1,1,35,79,0.443
203076,Anthony Davis,1610612764,WAS,32,Anthony,93,141,0.66,38,82,0.463,28,74,0.378,0,2,0,2,4,0.5,8,31,0.258,0,0,0,2,6,0.333
1630162,Anthony Edwards,1610612750,MIN,24,Anthony,155,218,0.711,78,163,0.479,75,173,0.434,11,30,0.367,6,10,0.6,138,346,0.399,0,0,0,17,40,0.425
1630264,Anthony Gill,1610612764,WAS,33,Anthony,19,28,0.679,2,5,0.4,1,2,0.5,1,2,0.5,2,2,1,1,9,0.111,0,0,0,3,4,0.75
1641810,Antonio Reeves,1610612766,CHA,25,Antonio,2,4,0.5,0,1,0,1,1,1,1,2,0.5,2,2,1,2,6,0.333,0,0,0,3,4,0.75
1630574,Ariel Hukporti,1610612752,NYK,23,Ariel,26,34,0.765,3,14,0.214,0,1,0,0,0,0,0,0,0,1,4,0.25,0,0,0,0,0,0
1642854,Asa Newell,1610612737,ATL,20,Asa,43,62,0.694,9,17,0.529,0,0,0,6,20,0.3,11,25,0.44,10,23,0.435,0,0,0,17,45,0.378
1641709,Ausar Thompson,1610612765,DET,23,Ausar,135,210,0.643,55,142,0.387,10,31,0.323,1,2,0.5,2,7,0.286,3,11,0.273,0,0,0,3,9,0.333
1630559,Austin Reaves,1610612747,LAL,27,Austin,83,106,0.783,52,104,0.5,15,30,0.5,5,10,0.5,5,10,0.5,60,173,0.347,0,0,0,10,20,0.5
1630245,Ayo Dosunmu,1610612750,MIN,26,Ayo,147,237,0.62,27,68,0.397,2,7,0.286,7,24,0.292,22,39,0.564,62,142,0.437,1,1,1,29,63,0.46
1628389,Bam Adebayo,1610612748,MIA,28,Bam,106,159,0.667,92,218,0.422,36,97,0.371,18,56,0.321,8,29,0.276,52,146,0.356,0,0,0,26,85,0.306
1631248,Baylor Scheierman,1610612738,BOS,25,Baylor,10,15,0.667,10,17,0.588,3,6,0.5,18,27,0.667,7,15,0.467,18,67,0.269,0,0,0,25,42,0.595
1642879,Ben Saraf,1610612751,BKN,19,Ben,16,35,0.457,10,25,0.4,0,5,0,1,5,0.2,1,5,0.2,10,38,0.263,0,0,0,2,10,0.2
1641767,Ben Sheppard,1610612754,IND,24,Ben,33,60,0.55,6,17,0.353,7,16,0.438,9,29,0.31,13,30,0.433,33,100,0.33,0,0,0,22,59,0.373
1631097,Bennedict Mathurin,1610612746,LAC,23,Bennedict,51,89,0.573,27,64,0.422,25,67,0.373,2,6,0.333,13,22,0.591,44,133,0.331,0,0,0,15,28,0.536
1641731,Bilal Coulibaly,1610612764,WAS,21,Bilal,63,94,0.67,11,56,0.196,3,8,0.375,9,27,0.333,9,21,0.429,11,63,0.175,0,0,0,18,48,0.375
202687,Bismack Biyombo,1610612759,SAS,33,Bismack,4,6,0.667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642396,Blake Hinson,1610612762,UTA,26,Blake,0,0,0,1,1,1,0,0,0,1,1,1,1,3,0.333,1,2,0.5,0,0,0,2,4,0.5
1631104,Blake Wesley,1610612757,POR,22,Blake,20,28,0.714,0,8,0,2,9,0.222,0,3,0,1,2,0.5,6,17,0.353,0,0,0,1,5,0.2
1626171,Bobby Portis,1610612749,MIL,31,Bobby,51,79,0.646,54,116,0.466,68,149,0.456,29,55,0.527,14,29,0.483,54,131,0.412,0,0,0,43,84,0.512
1641752,Bobi Klintman,1610612765,DET,22,Bobi,3,5,0.6,1,5,0.2,0,2,0,0,4,0,0,0,0,3,8,0.375,0,0,0,0,4,0
203992,Bogdan Bogdanović,1610612746,LAC,33,Bogdan,8,16,0.5,6,16,0.375,7,15,0.467,2,4,0.5,3,6,0.5,19,64,0.297,0,0,0,5,10,0.5
1630538,Bones Hyland,1610612750,MIN,25,Bones,43,62,0.694,6,16,0.375,12,24,0.5,7,16,0.438,4,9,0.444,52,139,0.374,0,0,0,11,25,0.44
203078,Bradley Beal,1610612746,LAC,32,Bradley,6,9,0.667,3,12,0.25,2,8,0.25,1,2,0.5,0,2,0,6,15,0.4,0,0,0,1,4,0.25
1642382,Branden Carlson,1610612760,OKC,26,Branden,44,57,0.772,3,13,0.231,0,1,0,2,6,0.333,2,7,0.286,17,46,0.37,0,0,0,4,13,0.308
1641764,Brandin Podziemski,1610612744,GSW,22,Brandin,66,99,0.667,51,105,0.486,26,72,0.361,10,21,0.476,12,23,0.522,69,202,0.342,0,0,0,22,44,0.5
1629634,Brandon Clarke,1610612763,MEM,29,Brandon,2,5,0.4,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627742,Brandon Ingram,1610612761,TOR,28,Brandon,104,154,0.675,87,191,0.455,143,300,0.477,23,46,0.5,7,17,0.412,66,200,0.33,0,0,0,30,63,0.476
1641706,Brandon Miller,1610612766,CHA,23,Brandon,64,96,0.667,64,154,0.416,29,77,0.377,8,22,0.364,8,16,0.5,97,271,0.358,0,0,0,16,38,0.421
1630314,Brandon Williams,1610612742,DAL,26,Brandon,115,181,0.635,47,106,0.443,20,44,0.455,3,17,0.176,3,11,0.273,19,84,0.226,0,1,0,6,28,0.214
1641729,Brice Sensabaugh,1610612762,UTA,22,Brice,52,74,0.703,58,106,0.547,25,55,0.455,13,38,0.342,19,36,0.528,64,204,0.314,0,0,0,32,74,0.432
1642355,Bronny James,1610612747,LAL,21,Bronny,6,8,0.75,5,14,0.357,2,11,0.182,0,1,0,0,4,0,11,22,0.5,0,0,0,0,5,0
201572,Brook Lopez,1610612746,LAC,37,Brook,14,25,0.56,22,49,0.449,6,16,0.375,10,17,0.588,6,18,0.333,53,163,0.325,0,0,0,16,35,0.457
1642964,Brooks Barnhizer,1610612760,OKC,23,Brooks,9,15,0.6,3,10,0.3,1,5,0.2,1,5,0.2,3,5,0.6,1,6,0.167,0,0,0,4,10,0.4
1628971,Bruce Brown,1610612743,DEN,29,Bruce,96,144,0.667,28,89,0.315,4,23,0.174,5,13,0.385,12,29,0.414,14,46,0.304,0,0,0,17,42,0.405
1631121,Bryce McGowens,1610612740,NOP,23,Bryce,38,70,0.543,13,29,0.448,2,8,0.25,7,14,0.5,6,14,0.429,16,36,0.444,0,0,0,13,28,0.464
1642267,Bub Carrington,1610612764,WAS,20,Bub,16,35,0.457,20,61,0.328,41,89,0.461,4,7,0.571,9,29,0.31,97,244,0.398,0,0,0,13,36,0.361
1631205,Buddy Boeheim,1610612760,OKC,26,Buddy,0,0,0,0,0,0,0,0,0,1,3,0.333,1,1,1,0,2,0,NA,NA,NA,2,4,0.5
1627741,Buddy Hield,1610612737,ATL,33,Buddy,46,64,0.719,10,20,0.5,7,21,0.333,7,22,0.318,11,25,0.44,49,149,0.329,0,0,0,18,47,0.383
203468,CJ McCollum,1610612737,ATL,34,CJ,80,124,0.645,73,157,0.465,69,151,0.457,8,25,0.32,12,27,0.444,112,294,0.381,0,0,0,20,52,0.385
1630595,Cade Cunningham,1610612765,DET,24,Cade,148,230,0.643,116,267,0.434,62,131,0.473,0,4,0,3,9,0.333,87,260,0.335,0,0,0,3,13,0.231
1631216,Caleb Houstan,1610612737,ATL,23,Caleb,1,2,0.5,0,1,0,0,0,0,1,2,0.5,1,1,1,4,9,0.444,0,0,0,2,3,0.667
1631126,Caleb Love,1610612757,POR,24,Caleb,53,89,0.596,25,68,0.368,18,38,0.474,5,18,0.278,3,19,0.158,85,253,0.336,0,0,0,8,37,0.216
1628997,Caleb Martin,1610612742,DAL,30,Caleb,38,56,0.679,4,24,0.167,5,19,0.263,7,15,0.467,3,10,0.3,4,13,0.308,0,0,0,10,25,0.4
1642353,Cam Christie,1610612746,LAC,20,Cam,21,35,0.6,6,25,0.24,4,6,0.667,1,3,0.333,4,9,0.444,7,30,0.233,0,0,0,5,12,0.417
1642285,Cam Spencer,1610612763,MEM,25,Cam,21,35,0.6,35,71,0.493,28,55,0.509,11,24,0.458,2,4,0.5,97,218,0.445,0,0,0,13,28,0.464
1630560,Cam Thomas,1610612749,MIL,24,Cam,27,54,0.5,40,83,0.482,31,79,0.392,3,9,0.333,3,7,0.429,37,113,0.327,0,1,0,6,16,0.375
1641715,Cam Whitmore,1610612764,WAS,21,Cam,52,73,0.712,5,26,0.192,4,14,0.286,0,3,0,0,1,0,16,52,0.308,0,0,0,0,4,0
1629661,Cameron Johnson,1610612743,DEN,29,Cameron,49,73,0.671,5,25,0.2,12,33,0.364,8,20,0.4,10,23,0.435,41,92,0.446,0,0,0,18,43,0.419
1627747,Caris LeVert,1610612765,DET,31,Caris,38,51,0.745,19,51,0.373,5,18,0.278,4,12,0.333,5,9,0.556,30,93,0.323,0,0,0,9,21,0.429
1642868,Carter Bryant,1610612759,SAS,20,Carter,22,46,0.478,5,15,0.333,1,4,0.25,5,22,0.227,8,19,0.421,12,37,0.324,0,0,0,13,41,0.317
1641717,Cason Wallace,1610612760,OKC,22,Cason,70,112,0.625,17,55,0.309,5,13,0.385,15,40,0.375,12,30,0.4,44,134,0.328,0,0,0,27,70,0.386
1642907,Cedric Coward,1610612763,MEM,22,Cedric,102,146,0.699,52,112,0.464,8,31,0.258,6,29,0.207,10,33,0.303,55,147,0.374,0,0,0,16,62,0.258
1629646,Charles Bassey,1610612755,PHI,25,Charles,4,5,0.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642404,Chaz Lanier,1610612765,DET,24,Chaz,1,1,1,1,2,0.5,4,9,0.444,0,4,0,2,5,0.4,13,36,0.361,0,0,0,2,9,0.222
1631096,Chet Holmgren,1610612760,OKC,23,Chet,173,224,0.772,63,123,0.512,21,46,0.457,4,19,0.211,3,11,0.273,54,145,0.372,0,0,0,7,30,0.233
1628449,Chris Boucher,1610612738,BOS,33,Chris,5,7,0.714,1,2,0.5,0,1,0,0,2,0,0,1,0,2,12,0.167,0,0,0,0,3,0
1641753,Chris Livingston,1610612739,CLE,22,Chris,3,3,1,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0
1643024,Chris Mañon,1610612747,LAL,24,Chris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
101108,Chris Paul,1610612746,LAC,40,Chris,3,4,0.75,2,11,0.182,3,11,0.273,2,3,0.667,0,1,0,8,26,0.308,0,0,0,2,4,0.5
1642959,Chris Youngblood,1610612760,OKC,24,Chris,2,2,1,1,4,0.25,1,3,0.333,1,7,0.143,3,7,0.429,12,37,0.324,0,0,0,4,14,0.286
1631128,Christian Braun,1610612743,DEN,24,Christian,50,73,0.685,9,22,0.409,2,11,0.182,3,7,0.429,1,7,0.143,7,30,0.233,0,0,0,4,14,0.286
1631132,Christian Koloko,1610612737,ATL,25,Christian,19,34,0.559,4,17,0.235,2,4,0.5,0,2,0,0,0,0,1,3,0.333,0,0,0,0,2,0
1642935,Chucky Hepburn,1610612761,TOR,23,Chucky,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
203991,Clint Capela,1610612745,HOU,31,Clint,66,109,0.606,10,35,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629632,Coby White,1610612766,CHA,26,Coby,72,118,0.61,17,38,0.447,11,29,0.379,6,15,0.4,5,7,0.714,61,186,0.328,0,0,0,11,22,0.5
1628998,Cody Martin,1610612754,IND,30,Cody,1,1,1,1,3,0.333,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0
1642262,Cody Williams,1610612762,UTA,21,Cody,62,86,0.721,23,55,0.418,5,10,0.5,7,29,0.241,7,22,0.318,2,18,0.111,0,0,0,14,51,0.275
1641732,Colby Jones,1610612765,DET,23,Colby,0,0,0,1,1,1,0,0,0,NA,NA,NA,0,2,0,0,0,0,NA,NA,NA,0,2,0
1630175,Cole Anthony,1610612756,PHX,25,Cole,24,45,0.533,37,80,0.463,15,34,0.441,5,11,0.455,2,6,0.333,15,55,0.273,0,0,0,7,17,0.412
1631221,Collin Gillespie,1610612756,PHX,26,Collin,22,43,0.512,42,86,0.488,23,62,0.371,22,46,0.478,11,18,0.611,130,321,0.405,0,0,0,33,64,0.516
1642867,Collin Murray-Boyles,1610612761,TOR,20,Collin,116,168,0.69,6,27,0.222,4,16,0.25,1,6,0.167,2,6,0.333,13,34,0.382,0,0,0,3,12,0.25
1629012,Collin Sexton,1610612741,CHI,27,Collin,99,146,0.678,45,109,0.413,17,46,0.37,8,19,0.421,5,7,0.714,47,132,0.356,0,0,0,13,26,0.5
1642843,Cooper Flagg,1610612742,DAL,19,Cooper,150,224,0.67,118,245,0.482,61,148,0.412,0,12,0,5,15,0.333,47,146,0.322,0,0,0,5,27,0.185
1630557,Corey Kispert,1610612737,ATL,26,Corey,45,69,0.652,16,27,0.593,0,3,0,6,18,0.333,5,12,0.417,43,119,0.361,0,0,0,11,30,0.367
1641854,Craig Porter Jr.,1610612739,CLE,25,Craig,38,56,0.679,21,62,0.339,7,14,0.5,5,10,0.5,4,11,0.364,17,48,0.354,0,0,0,9,21,0.429
1642938,Curtis Jones,1610612743,DEN,24,Curtis,1,2,0.5,2,3,0.667,0,0,0,0,0,0,0,1,0,1,8,0.125,0,0,0,0,1,0
1626156,D'Angelo Russell,1610612764,WAS,29,D'Angelo,17,27,0.63,26,58,0.448,18,35,0.514,1,9,0.111,1,9,0.111,31,94,0.33,0,0,0,2,18,0.111
1641747,DaRon Holmes II,1610612743,DEN,23,DaRon,4,7,0.571,0,1,0,1,1,1,3,4,0.75,1,3,0.333,10,27,0.37,0,0,0,4,7,0.571
1631342,Daeqwon Plowden,1610612758,SAC,27,Daeqwon,9,10,0.9,1,6,0.167,0,0,0,1,7,0.143,1,7,0.143,4,18,0.222,0,0,0,2,14,0.143
1630625,Dalano Banton,1610612746,LAC,26,Dalano,2,3,0.667,0,0,0,1,1,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0
1631207,Dalen Terry,1610612755,PHI,23,Dalen,23,42,0.548,3,12,0.25,0,3,0,5,9,0.556,7,15,0.467,7,23,0.304,0,0,0,12,24,0.5
1642261,Dalton Knecht,1610612747,LAL,24,Dalton,24,32,0.75,17,29,0.586,5,11,0.455,4,16,0.25,3,9,0.333,23,73,0.315,0,0,0,7,25,0.28
1629655,Daniel Gafford,1610612742,DAL,27,Daniel,97,143,0.678,19,39,0.487,1,3,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642450,Daniss Jenkins,1610612765,DET,24,Daniss,39,56,0.696,22,71,0.31,23,59,0.39,6,17,0.353,5,8,0.625,31,87,0.356,1,1,1,11,25,0.44
1642874,Danny Wolf,1610612751,BKN,21,Danny,57,104,0.548,15,41,0.366,2,11,0.182,5,16,0.313,9,24,0.375,31,98,0.316,0,0,0,14,40,0.35
203967,Dario Saric,1610612758,SAC,31,Dario,0,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,2,0.5
1629636,Darius Garland,1610612746,LAC,26,Darius,39,70,0.557,52,101,0.515,20,42,0.476,1,6,0.167,6,15,0.4,52,143,0.364,0,0,0,7,21,0.333
1642357,David Jones Garcia,1610612759,SAS,24,David,6,14,0.429,4,6,0.667,0,0,0,0,0,0,0,0,0,3,5,0.6,0,0,0,0,0,0
1630558,Davion Mitchell,1610612748,MIA,27,Davion,53,95,0.558,43,86,0.5,12,30,0.4,0,7,0,2,10,0.2,53,120,0.442,0,0,0,2,17,0.118
1630549,Day'Ron Sharpe,1610612751,BKN,24,Day'Ron,136,181,0.751,25,59,0.424,0,3,0,2,3,0.667,2,7,0.286,3,22,0.136,0,0,0,4,10,0.4
1628368,De'Aaron Fox,1610612759,SAS,28,De'Aaron,95,143,0.664,98,179,0.547,43,97,0.443,14,30,0.467,12,25,0.48,64,200,0.32,0,0,0,26,55,0.473
1629631,De'Andre Hunter,1610612758,SAC,28,De'Andre,49,77,0.636,49,103,0.476,35,75,0.467,10,31,0.323,12,26,0.462,53,189,0.28,0,0,0,22,57,0.386
1629001,De'Anthony Melton,1610612744,GSW,27,De'Anthony,43,69,0.623,29,63,0.46,6,12,0.5,7,21,0.333,7,19,0.368,25,92,0.272,0,0,0,14,40,0.35
201599,DeAndre Jordan,1610612740,NOP,37,DeAndre,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201942,DeMar DeRozan,1610612758,SAC,36,DeMar,60,81,0.741,101,189,0.534,168,357,0.471,13,30,0.433,4,16,0.25,24,76,0.316,0,0,0,17,46,0.37
1629731,Dean Wade,1610612739,CLE,29,Dean,26,42,0.619,5,6,0.833,3,6,0.5,8,25,0.32,13,34,0.382,30,91,0.33,0,0,0,21,59,0.356
1629028,Deandre Ayton,1610612747,LAL,27,Deandre,165,208,0.793,101,179,0.564,12,25,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630166,Deni Avdija,1610612757,POR,25,Deni,168,264,0.636,66,169,0.391,18,37,0.486,9,13,0.692,6,20,0.3,87,262,0.332,0,0,0,15,33,0.455
203471,Dennis Schröder,1610612739,CLE,32,Dennis,42,77,0.545,45,109,0.413,37,90,0.411,11,23,0.478,1,5,0.2,47,153,0.307,0,0,0,12,28,0.429
1641726,Dereck Lively II,1610612742,DAL,22,Dereck,10,16,0.625,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642852,Derik Queen,1610612740,NOP,21,Derik,164,262,0.626,54,139,0.388,26,72,0.361,1,4,0.25,5,16,0.313,9,34,0.265,0,0,0,6,20,0.3
1627884,Derrick Jones Jr.,1610612746,LAC,29,Derrick,43,53,0.811,7,22,0.318,2,3,0.667,12,25,0.48,3,11,0.273,13,34,0.382,0,0,0,15,36,0.417
1628401,Derrick White,1610612738,BOS,31,Derrick,51,74,0.689,58,148,0.392,52,115,0.452,9,27,0.333,12,27,0.444,128,405,0.316,0,0,0,21,54,0.389
1630217,Desmond Bane,1610612753,ORL,27,Desmond,151,249,0.606,80,175,0.457,43,99,0.434,14,37,0.378,6,18,0.333,82,219,0.374,0,0,0,20,55,0.364
1626164,Devin Booker,1610612756,PHX,29,Devin,80,117,0.684,107,226,0.473,95,201,0.473,2,6,0.333,4,12,0.333,68,219,0.311,0,1,0,6,18,0.333
1642269,Devin Carter,1610612758,SAC,23,Devin,23,30,0.767,10,27,0.37,1,6,0.167,1,2,0.5,0,2,0,8,44,0.182,0,0,0,1,4,0.25
1630170,Devin Vassell,1610612759,SAS,25,Devin,25,41,0.61,31,67,0.463,55,111,0.495,10,34,0.294,15,40,0.375,71,197,0.36,0,0,0,25,74,0.338
1628415,Dillon Brooks,1610612756,PHX,30,Dillon,65,97,0.67,115,227,0.507,85,202,0.421,10,33,0.303,6,23,0.261,100,282,0.355,0,0,0,16,56,0.286
1641794,Dillon Jones,1610612752,NYK,24,Dillon,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,2,0,0,0,0,1,1,1
1627734,Domantas Sabonis,1610612758,SAC,29,Domantas,82,125,0.656,27,60,0.45,6,9,0.667,0,3,0,1,3,0.333,4,21,0.19,0,0,0,1,6,0.167
1631230,Dominick Barlow,1610612755,PHI,22,Dominick,110,148,0.743,16,43,0.372,2,9,0.222,7,29,0.241,7,21,0.333,4,12,0.333,0,0,0,14,50,0.28
1642270,Donovan Clingan,1610612757,POR,21,Donovan,157,229,0.686,20,46,0.435,5,9,0.556,0,2,0,2,12,0.167,49,145,0.338,0,0,0,2,14,0.143
1628378,Donovan Mitchell,1610612739,CLE,29,Donovan,152,224,0.679,112,216,0.519,67,128,0.523,13,29,0.448,9,27,0.333,163,436,0.374,0,0,0,22,56,0.393
1628978,Donte DiVincenzo,1610612750,MIN,29,Donte,45,78,0.577,15,44,0.341,11,19,0.579,22,64,0.344,19,49,0.388,130,334,0.389,0,0,0,41,113,0.363
1627827,Dorian Finney-Smith,1610612745,HOU,32,Dorian,6,11,0.545,1,2,0.5,0,1,0,2,11,0.182,1,12,0.083,10,30,0.333,0,0,0,3,23,0.13
203926,Doug McDermott,1610612758,SAC,34,Doug,1,1,1,0,0,0,0,0,0,5,9,0.556,2,2,1,7,26,0.269,0,0,0,7,11,0.636
1642962,Drake Powell,1610612751,BKN,20,Drake,30,44,0.682,12,33,0.364,16,25,0.64,7,20,0.35,2,13,0.154,23,74,0.311,0,0,0,9,33,0.273
203110,Draymond Green,1610612744,GSW,35,Draymond,56,82,0.683,14,34,0.412,3,13,0.231,11,33,0.333,16,37,0.432,43,144,0.299,0,0,0,27,70,0.386
1629234,Drew Eubanks,1610612758,SAC,29,Drew,39,49,0.796,27,51,0.529,2,9,0.222,0,0,0,1,3,0.333,0,2,0,0,0,0,1,3,0.333
1641809,Drew Peterson,1610612766,CHA,26,Drew,2,3,0.667,0,1,0,0,0,0,0,4,0,0,1,0,0,7,0,0,0,0,0,5,0
1631166,Drew Timme,1610612747,LAL,25,Drew,10,15,0.667,6,9,0.667,3,5,0.6,1,2,0.5,2,4,0.5,4,11,0.364,0,0,0,3,6,0.5
1630696,Dru Smith,1610612748,MIA,28,Dru,46,77,0.597,27,74,0.365,5,10,0.5,8,24,0.333,7,20,0.35,20,70,0.286,0,0,0,15,44,0.341
1629130,Duncan Robinson,1610612765,DET,31,Duncan,34,46,0.739,25,50,0.5,3,10,0.3,15,40,0.375,25,58,0.431,109,274,0.398,0,0,0,40,98,0.408
1641871,Duop Reath,1610612757,POR,29,Duop,9,14,0.643,1,5,0.2,0,0,0,3,8,0.375,7,14,0.5,13,33,0.394,0,0,0,10,22,0.455
203939,Dwight Powell,1610612742,DAL,34,Dwight,36,54,0.667,0,2,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
1642928,Dylan Cardwell,1610612758,SAC,24,Dylan,47,62,0.758,16,42,0.381,4,7,0.571,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1642844,Dylan Harper,1610612759,SAS,19,Dylan,117,191,0.613,29,70,0.414,16,37,0.432,4,9,0.444,4,16,0.25,19,82,0.232,0,0,0,8,25,0.32
1630700,Dyson Daniels,1610612737,ATL,22,Dyson,173,262,0.66,86,201,0.428,5,12,0.417,1,10,0.1,2,12,0.167,7,53,0.132,0,0,0,3,22,0.136
1630604,E.J. Liddell,1610612751,BKN,25,E.J.,2,2,1,2,3,0.667,0,1,0,2,3,0.667,1,2,0.5,1,6,0.167,0,0,0,3,5,0.6
1642856,Egor Dëmin,1610612751,BKN,19,Egor,30,52,0.577,12,33,0.364,7,28,0.25,11,20,0.55,11,25,0.44,94,248,0.379,0,0,0,22,45,0.489
1641989,Elijah Harkless,1610612762,UTA,26,Elijah,1,2,0.5,0,0,0,1,2,0.5,0,0,0,2,2,1,0,5,0,0,0,0,2,2,1
