PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,NICKNAME,Restricted_Area_FGM,Restricted_Area_FGA,Restricted_Area_FG_PCT,In_The_Paint_Non_RA_FGM,In_The_Paint_Non_RA_FGA,In_The_Paint_Non_RA_FG_PCT,Mid_Range_FGM,Mid_Range_FGA,Mid_Range_FG_PCT,Left_Corner_3_FGM,Left_Corner_3_FGA,Left_Corner_3_FG_PCT,Right_Corner_3_FGM,Right_Corner_3_FGA,Right_Corner_3_FG_PCT,Above_the_Break_3_FGM,Above_the_Break_3_FGA,Above_the_Break_3_FG_PCT,Backcourt_FGM,Backcourt_FGA,Backcourt_FG_PCT,Corner_3_FGM,Corner_3_FGA,Corner_3_FG_PCT
1629674,Neemias Queta,1610612738,BOS,26,Neemias,161,219,0.735,49,97,0.505,1,9,0.111,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0
1629651,Nic Claxton,1610612751,BKN,26,Nic,185,263,0.703,57,136,0.419,11,21,0.524,0,1,0,0,0,0,3,13,0.231,0,0,0,0,1,0
1630208,Nick Richards,1610612741,CHI,28,Nick,28,52,0.538,13,30,0.433,2,6,0.333,0,0,0,2,2,1,0,1,0,0,0,0,2,2,1
1641733,Nick Smith Jr.,1610612747,LAL,21,Nick,5,8,0.625,18,38,0.474,6,18,0.333,0,3,0,1,5,0.2,26,61,0.426,0,0,0,1,8,0.125
1629638,Nickeil Alexander-Walker,1610612737,ATL,27,Nickeil,130,224,0.58,45,117,0.385,29,69,0.42,32,67,0.478,26,57,0.456,106,316,0.335,0,0,0,58,124,0.468
201587,Nicolas Batum,1610612746,LAC,37,Nicolas,1,2,0.5,0,1,0,3,6,0.5,20,40,0.5,15,42,0.357,34,93,0.366,0,0,0,35,82,0.427
1628502,Nigel Hayes-Davis,1610612756,PHX,31,Nigel,2,4,0.5,10,21,0.476,1,5,0.2,0,3,0,0,3,0,2,10,0.2,0,0,0,0,6,0
203999,Nikola Jokić,1610612743,DEN,31,Nikola,151,201,0.751,128,214,0.598,38,70,0.543,2,5,0.4,3,5,0.6,71,171,0.415,0,0,0,5,10,0.5
1631107,Nikola Jović,1610612748,MIA,22,Nikola,46,76,0.605,21,52,0.404,2,15,0.133,5,21,0.238,2,24,0.083,37,117,0.316,0,0,0,7,45,0.156
1642260,Nikola Topić,1610612760,OKC,20,Nikola,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,0,0,0
202696,Nikola Vučević,1610612738,BOS,35,Nikola,107,163,0.656,126,234,0.538,29,66,0.439,3,11,0.273,2,10,0.2,82,209,0.392,0,0,0,5,21,0.238
1642363,Nique Clifford,1610612758,SAC,24,Nique,40,59,0.678,33,84,0.393,11,44,0.25,7,26,0.269,8,20,0.4,29,93,0.312,0,0,0,15,46,0.326
1642855,Noa Essengue,1610612741,CHI,19,Noa,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,0,1,0
1641730,Noah Clowney,1610612751,BKN,21,Noah,45,79,0.57,37,77,0.481,7,16,0.438,24,45,0.533,17,46,0.37,57,214,0.266,0,0,0,41,91,0.451
1642869,Noah Penda,1610612753,ORL,21,Noah,27,53,0.509,12,31,0.387,3,5,0.6,5,10,0.5,4,16,0.25,16,39,0.41,0,0,0,9,26,0.346
1642849,Nolan Traore,1610612751,BKN,19,Nolan,28,59,0.475,23,47,0.489,3,14,0.214,4,12,0.333,7,13,0.538,19,64,0.297,0,0,0,11,25,0.44
1626181,Norman Powell,1610612748,MIA,32,Norman,118,189,0.624,66,133,0.496,31,78,0.397,12,34,0.353,6,20,0.3,111,273,0.407,1,1,1,18,54,0.333
1628384,OG Anunoby,1610612752,NYK,28,OG,129,191,0.675,19,51,0.373,6,27,0.222,23,60,0.383,32,63,0.508,30,107,0.28,0,0,0,55,123,0.447
1630167,Obi Toppin,1610612754,IND,27,Obi,8,12,0.667,3,4,0.75,1,3,0.333,0,4,0,0,0,0,3,13,0.231,0,0,0,0,4,0
1630534,Ochai Agbaji,1610612751,BKN,25,Ochai,54,89,0.607,4,16,0.25,2,3,0.667,4,19,0.211,4,16,0.25,4,30,0.133,0,0,0,8,35,0.229
1641765,Olivier-Maxence Prosper,1610612763,MEM,23,Olivier-Maxence,30,47,0.638,7,19,0.368,1,3,0.333,11,21,0.524,1,8,0.125,11,26,0.423,0,0,0,12,29,0.414
1630168,Onyeka Okongwu,1610612737,ATL,25,Onyeka,119,170,0.7,76,172,0.442,2,6,0.333,12,35,0.343,16,39,0.41,75,198,0.379,0,0,0,28,74,0.378
1631115,Orlando Robinson,1610612753,ORL,25,Orlando,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0
1631131,Oscar Tshiebwe,1610612762,UTA,26,Oscar,3,5,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642345,Oso Ighodaro,1610612756,PHX,23,Oso,93,118,0.788,39,90,0.433,3,5,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1631172,Ousmane Dieng,1610612749,MIL,22,Ousmane,7,11,0.636,12,26,0.462,7,14,0.5,2,7,0.286,5,7,0.714,19,51,0.373,0,0,0,7,14,0.5
1629023,P.J. Washington,1610612742,DAL,27,P.J.,89,141,0.631,64,145,0.441,7,21,0.333,13,40,0.325,10,25,0.4,25,93,0.269,0,0,0,23,65,0.354
1641790,PJ Hall,1610612766,CHA,23,PJ,24,37,0.649,2,7,0.286,0,2,0,1,2,0.5,1,1,1,1,2,0.5,0,0,0,2,3,0.667
1642359,Pacôme Dadiet,1610612752,NYK,20,Pacôme,2,2,1,0,1,0,0,2,0,1,1,1,0,2,0,0,5,0,0,0,0,1,3,0.333
1631094,Paolo Banchero,1610612753,ORL,23,Paolo,152,232,0.655,63,166,0.38,40,110,0.364,5,17,0.294,8,13,0.615,36,132,0.273,0,0,0,13,30,0.433
1627783,Pascal Siakam,1610612754,IND,31,Pascal,172,253,0.68,134,282,0.475,56,160,0.35,7,17,0.412,10,23,0.435,76,212,0.358,0,0,0,17,40,0.425
1626192,Pat Connaughton,1610612766,CHA,33,Pat,7,12,0.583,4,6,0.667,0,0,0,2,5,0.4,3,5,0.6,6,17,0.353,0,0,0,5,10,0.5
1630311,Pat Spencer,1610612744,GSW,29,Pat,26,42,0.619,27,72,0.375,11,27,0.407,4,10,0.4,3,8,0.375,24,59,0.407,0,0,0,7,18,0.389
1631116,Patrick Baldwin Jr.,1610612755,PHI,23,Patrick,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,3,0.667,NA,NA,NA,0,0,0
1630172,Patrick Williams,1610612741,CHI,24,Patrick,37,76,0.487,14,60,0.233,7,15,0.467,8,19,0.421,7,13,0.538,53,144,0.368,0,0,0,15,32,0.469
202331,Paul George,1610612755,PHI,35,Paul,28,50,0.56,18,44,0.409,38,87,0.437,14,25,0.56,5,20,0.25,47,128,0.367,0,0,0,19,45,0.422
1630194,Paul Reed,1610612765,DET,26,Paul,62,86,0.721,24,46,0.522,5,13,0.385,1,4,0.25,2,5,0.4,7,17,0.412,0,0,0,3,9,0.333
1630202,Payton Pritchard,1610612738,BOS,28,Payton,57,83,0.687,107,175,0.611,44,104,0.423,5,13,0.385,11,19,0.579,120,350,0.343,0,0,0,16,32,0.5
1641796,Pelle Larsson,1610612748,MIA,24,Pelle,89,123,0.724,33,74,0.446,1,10,0.1,8,20,0.4,7,20,0.35,27,86,0.314,0,0,0,15,40,0.375
1631250,Pete Nance,1610612749,MIL,26,Pete,18,21,0.857,5,10,0.5,0,1,0,4,6,0.667,3,7,0.429,16,30,0.533,0,0,0,7,13,0.538
1631212,Peyton Watson,1610612743,DEN,23,Peyton,113,173,0.653,52,121,0.43,24,58,0.414,28,49,0.571,10,25,0.4,37,106,0.349,0,0,0,38,74,0.514
1630173,Precious Achiuwa,1610612758,SAC,26,Precious,90,140,0.643,36,84,0.429,2,10,0.2,6,17,0.353,1,9,0.111,9,28,0.321,0,0,0,7,26,0.269
1629656,Quentin Grimes,1610612755,PHI,25,Quentin,98,142,0.69,8,31,0.258,4,21,0.19,16,40,0.4,6,15,0.4,64,199,0.322,1,1,1,22,55,0.4
1631245,Quenton Jackson,1610612754,IND,27,Quenton,35,50,0.7,8,25,0.32,4,14,0.286,4,11,0.364,0,4,0,20,44,0.455,0,0,0,4,15,0.267
1642366,Quinten Post,1610612744,GSW,25,Quinten,41,59,0.695,28,48,0.583,6,17,0.353,16,40,0.4,7,37,0.189,59,157,0.376,0,0,0,23,77,0.299
1629628,RJ Barrett,1610612761,TOR,25,RJ,99,148,0.669,50,114,0.439,5,12,0.417,8,24,0.333,6,13,0.462,40,121,0.331,0,0,0,14,37,0.378
1642853,Rasheer Fleming,1610612756,PHX,21,Rasheer,16,25,0.64,2,6,0.333,0,5,0,4,11,0.364,4,16,0.25,3,19,0.158,0,0,0,8,27,0.296
1642484,RayJ Dennis,1610612737,ATL,24,RayJ,4,10,0.4,5,19,0.263,1,5,0.2,0,2,0,0,4,0,12,33,0.364,0,0,0,0,6,0
1641712,Rayan Rupert,1610612757,POR,21,Rayan,19,37,0.514,11,32,0.344,1,7,0.143,5,19,0.263,2,12,0.167,15,40,0.375,0,0,0,7,31,0.226
1642263,Reed Sheppard,1610612745,HOU,21,Reed,36,65,0.554,54,104,0.519,31,85,0.365,13,25,0.52,15,24,0.625,100,282,0.355,0,0,0,28,49,0.571
1642434,Riley Minix,1610612739,CLE,25,Riley,3,3,1,0,0,0,0,0,0,NA,NA,NA,1,1,1,0,2,0,0,0,0,1,1,1
1642265,Rob Dillingham,1610612741,CHI,21,Rob,22,49,0.449,13,49,0.265,12,33,0.364,3,5,0.6,1,4,0.25,9,30,0.3,0,0,0,4,9,0.444
1629057,Robert Williams III,1610612757,POR,28,Robert,89,107,0.832,9,15,0.6,4,7,0.571,4,9,0.444,2,4,0.5,1,3,0.333,0,0,0,6,13,0.462
1631199,Ron Harper Jr.,1610612738,BOS,25,Ron,2,3,0.667,2,4,0.5,0,0,0,2,5,0.4,0,3,0,4,16,0.25,0,0,0,2,8,0.25
1641842,Ronald Holland II,1610612765,DET,20,Ronald,81,126,0.643,31,74,0.419,3,20,0.15,5,35,0.143,14,47,0.298,11,49,0.224,0,0,0,19,82,0.232
1626220,Royce O'Neale,1610612756,PHX,32,Royce,26,41,0.634,14,36,0.389,4,10,0.4,17,31,0.548,21,35,0.6,116,314,0.369,0,0,0,38,66,0.576
203497,Rudy Gobert,1610612750,MIN,33,Rudy,220,291,0.756,20,44,0.455,1,6,0.167,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1629060,Rui Hachimura,1610612747,LAL,28,Rui,53,83,0.639,24,54,0.444,52,93,0.559,21,43,0.488,13,35,0.371,46,101,0.455,0,0,0,34,78,0.436
201566,Russell Westbrook,1610612758,SAC,37,Russell,92,142,0.648,68,145,0.469,27,86,0.314,18,43,0.419,16,47,0.34,73,220,0.332,0,0,0,34,90,0.378
1642346,Ryan Dunn,1610612756,PHX,23,Ryan,64,101,0.634,11,35,0.314,1,5,0.2,15,50,0.3,14,37,0.378,10,33,0.303,0,0,0,29,87,0.333
1641750,Ryan Kalkbrenner,1610612766,CHA,24,Ryan,132,165,0.8,17,29,0.586,1,2,0.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1642948,Ryan Nembhard,1610612742,DAL,22,Ryan,16,23,0.696,26,63,0.413,30,72,0.417,1,6,0.167,1,5,0.2,31,76,0.408,0,0,0,2,11,0.182
1631157,Ryan Rollins,1610612749,MIL,23,Ryan,119,191,0.623,52,124,0.419,37,97,0.381,18,46,0.391,8,20,0.4,96,234,0.41,0,0,0,26,66,0.394
1630180,Saddiq Bey,1610612740,NOP,26,Saddiq,125,204,0.613,48,114,0.421,12,39,0.308,27,70,0.386,8,25,0.32,58,172,0.337,0,0,0,35,95,0.368
1630573,Sam Hauser,1610612738,BOS,28,Sam,12,15,0.8,7,15,0.467,10,25,0.4,16,30,0.533,10,26,0.385,105,280,0.375,0,0,0,26,56,0.464
1630241,Sam Merrill,1610612739,CLE,29,Sam,20,24,0.833,4,14,0.286,5,16,0.313,13,20,0.65,8,17,0.471,88,194,0.454,0,0,0,21,37,0.568
1630572,Sandro Mamukelashvili,1610612761,TOR,26,Sandro,115,157,0.732,33,70,0.471,1,4,0.25,10,19,0.526,11,27,0.407,54,150,0.36,0,0,0,21,46,0.457
1630583,Santi Aldama,1610612763,MEM,25,Santi,86,121,0.711,56,115,0.487,16,40,0.4,9,24,0.375,18,25,0.72,43,151,0.285,0,0,0,27,49,0.551
1630703,Scoot Henderson,1610612757,POR,22,Scoot,5,6,0.833,1,2,0.5,2,2,1,1,1,1,1,4,0.25,5,14,0.357,0,0,0,2,5,0.4
1630567,Scottie Barnes,1610612761,TOR,24,Scottie,202,289,0.699,103,230,0.448,52,124,0.419,7,21,0.333,3,18,0.167,39,124,0.315,0,0,0,10,39,0.256
1630590,Scotty Pippen Jr.,1610612763,MEM,25,Scotty,4,6,0.667,4,9,0.444,1,2,0.5,0,0,0,0,1,0,3,6,0.5,0,0,0,0,1,0
203552,Seth Curry,1610612744,GSW,35,Seth,1,1,1,1,2,0.5,2,2,1,0,0,0,0,0,0,2,4,0.5,0,0,0,0,0,0
1631101,Shaedon Sharpe,1610612757,POR,22,Shaedon,179,258,0.694,56,142,0.394,50,150,0.333,12,23,0.522,1,11,0.091,88,263,0.335,0,0,0,13,34,0.382
1628983,Shai Gilgeous-Alexander,1610612760,OKC,27,Shai,176,249,0.707,135,239,0.565,136,253,0.538,3,9,0.333,2,3,0.667,82,211,0.389,0,0,0,5,12,0.417
1630536,Sharife Cooper,1610612764,WAS,24,Sharife,14,17,0.824,3,9,0.333,2,7,0.286,1,2,0.5,3,7,0.429,5,10,0.5,0,0,0,4,9,0.444
1631321,Sidy Cissoko,1610612757,POR,21,Sidy,44,64,0.688,9,30,0.3,2,8,0.25,14,31,0.452,13,42,0.31,27,92,0.293,0,0,0,27,73,0.37
1631323,Simone Fontecchio,1610612748,MIA,30,Simone,42,74,0.568,9,30,0.3,3,11,0.273,19,36,0.528,15,43,0.349,61,186,0.328,0,1,0,34,79,0.43
1642883,Sion James,1610612766,CHA,23,Sion,36,76,0.474,5,24,0.208,0,3,0,13,37,0.351,8,26,0.308,32,84,0.381,1,1,1,21,63,0.333
1627746,Skal Labissiere,1610612764,WAS,29,Skal,2,2,1,2,2,1,1,1,1,0,0,0,0,1,0,1,4,0.25,0,0,0,0,1,0
1642461,Spencer Jones,1610612743,DEN,24,Spencer,37,56,0.661,12,21,0.571,2,3,0.667,14,37,0.378,16,39,0.41,18,40,0.45,0,0,0,30,76,0.395
1630649,Stanley Umude,1610612759,SAS,26,Stanley,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
201939,Stephen Curry,1610612744,GSW,37,Stephen,80,115,0.696,46,90,0.511,47,91,0.516,10,19,0.526,6,11,0.545,159,418,0.38,0,0,0,16,30,0.533
1642264,Stephon Castle,1610612759,SAS,21,Stephon,128,206,0.621,56,128,0.438,19,43,0.442,2,15,0.133,7,17,0.412,37,128,0.289,0,0,0,9,32,0.281
203500,Steven Adams,1610612745,HOU,32,Steven,60,107,0.561,9,30,0.3,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629004,Svi Mykhailiuk,1610612762,UTA,28,Svi,42,60,0.7,22,38,0.579,6,14,0.429,30,65,0.462,9,21,0.429,42,118,0.356,0,0,0,39,86,0.453
204456,T.J. McConnell,1610612754,IND,33,T.J.,40,55,0.727,64,121,0.529,62,116,0.534,2,3,0.667,2,3,0.667,8,32,0.25,0,0,0,4,6,0.667
1643007,Taelon Peter,1610612754,IND,23,Taelon,2,2,1,1,2,0.5,0,1,0,3,12,0.25,1,6,0.167,12,35,0.343,0,0,0,4,18,0.222
1631106,Tari Eason,1610612745,HOU,24,Tari,57,92,0.62,11,51,0.216,6,24,0.25,16,33,0.485,27,45,0.6,25,71,0.352,1,1,1,43,78,0.551
1627752,Taurean Prince,1610612749,MIL,31,Taurean,3,5,0.6,1,3,0.333,1,2,0.5,3,8,0.375,2,6,0.333,7,14,0.5,0,0,0,5,14,0.357
1641707,Taylor Hendricks,1610612763,MEM,22,Taylor,33,50,0.66,7,21,0.333,2,4,0.5,12,29,0.414,6,19,0.316,11,38,0.289,0,0,0,18,48,0.375
1629611,Terance Mann,1610612751,BKN,29,Terance,59,92,0.641,24,55,0.436,6,23,0.261,7,20,0.35,12,31,0.387,20,63,0.317,0,0,0,19,51,0.373
1630545,Terrence Shannon Jr.,1610612750,MIN,25,Terrence,16,30,0.533,1,10,0.1,0,4,0,1,3,0.333,4,14,0.286,10,20,0.5,0,0,0,5,17,0.294
203648,Thanasis Antetokounmpo,1610612749,MIL,33,Thanasis,7,12,0.583,1,2,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1628418,Thomas Bryant,1610612739,CLE,28,Thomas,36,48,0.75,11,17,0.647,0,3,0,2,4,0.5,3,9,0.333,21,62,0.339,0,0,0,5,13,0.385
1642275,Tidjane Salaün,1610612766,CHA,20,Tidjane,35,50,0.7,7,21,0.333,0,0,0,7,13,0.538,5,9,0.556,19,49,0.388,0,0,0,12,22,0.545
203501,Tim Hardaway Jr.,1610612743,DEN,33,Tim,32,52,0.615,21,45,0.467,38,67,0.567,11,30,0.367,19,43,0.442,125,306,0.408,0,0,0,30,73,0.411
202699,Tobias Harris,1610612765,DET,33,Tobias,44,80,0.55,49,103,0.476,34,63,0.54,8,24,0.333,15,38,0.395,29,85,0.341,0,0,0,23,62,0.371
1642449,Tolu Smith,1610612765,DET,25,Tolu,7,12,0.583,1,6,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628396,Tony Bradley,1610612754,IND,28,Tony,40,63,0.635,14,33,0.424,4,8,0.5,0,0,0,1,2,0.5,0,0,0,0,0,0,1,2,0.5
1641787,Tosan Evbuomwan,1610612766,CHA,25,Tosan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641739,Toumani Camara,1610612757,POR,25,Toumani,88,124,0.71,23,59,0.39,4,14,0.286,20,59,0.339,17,65,0.262,109,271,0.402,0,0,0,37,124,0.298
1629027,Trae Young,1610612764,WAS,27,Trae,15,25,0.6,13,29,0.448,10,22,0.455,1,2,0.5,2,5,0.4,15,52,0.288,0,0,0,3,7,0.429
1631218,Trayce Jackson-Davis,1610612761,TOR,25,Trayce,56,89,0.629,5,17,0.294,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1642848,Tre Johnson,1610612764,WAS,19,Tre,21,37,0.568,52,107,0.486,28,59,0.475,8,16,0.5,13,25,0.52,64,179,0.358,0,0,0,21,41,0.512
1630200,Tre Jones,1610612741,CHI,26,Tre,110,159,0.692,29,66,0.439,6,13,0.462,6,11,0.545,3,6,0.5,12,47,0.255,0,0,0,9,17,0.529
1630544,Tre Mann,1610612766,CHA,25,Tre,20,38,0.526,21,57,0.368,7,24,0.292,5,14,0.357,5,11,0.455,33,105,0.314,0,0,0,10,25,0.4
1630570,Trendon Watford,1610612755,PHI,25,Trendon,40,67,0.597,27,54,0.5,2,5,0.4,1,4,0.25,0,2,0,9,23,0.391,0,0,0,1,6,0.167
1642280,Trentyn Flowers,1610612741,CHI,20,Trentyn,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,1,0
1641725,Trey Alexander,1610612740,NOP,22,Trey,1,2,0.5,2,3,0.667,1,1,1,2,3,0.667,0,0,0,0,0,0,0,0,0,2,3,0.667
1641998,Trey Jemison III,1610612752,NYK,26,Trey,3,3,1,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630530,Trey Murphy III,1610612740,NOP,25,Trey,171,230,0.743,45,126,0.357,20,47,0.426,10,20,0.5,14,26,0.538,144,399,0.361,0,0,0,24,46,0.522
1642400,Tristan Enaruna,1610612739,CLE,24,Tristan,3,4,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1641774,Tristan Vukcevic,1610612764,WAS,22,Tristan,36,48,0.75,20,34,0.588,10,29,0.345,0,1,0,1,2,0.5,19,70,0.271,0,0,0,1,3,0.333
1641783,Tristan da Silva,1610612753,ORL,24,Tristan,46,76,0.605,31,72,0.431,9,26,0.346,20,39,0.513,11,32,0.344,38,118,0.322,0,0,0,31,71,0.437
1629660,Ty Jerome,1610612763,MEM,28,Ty,5,9,0.556,15,20,0.75,4,7,0.571,0,0,0,1,1,1,13,34,0.382,0,0,0,1,1,1
1631102,TyTy Washington Jr.,1610612746,LAC,24,TyTy,2,2,1,2,4,0.5,0,0,0,0,0,0,1,1,1,2,5,0.4,NA,NA,NA,1,1,1
1629639,Tyler Herro,1610612748,MIA,26,Tyler,17,26,0.654,39,64,0.609,10,24,0.417,3,8,0.375,2,4,0.5,19,55,0.345,0,0,0,5,12,0.417
1642278,Tyler Kolek,1610612752,NYK,24,Tyler,29,45,0.644,23,59,0.39,5,17,0.294,7,12,0.583,1,4,0.25,28,83,0.337,0,0,0,8,16,0.5
1631213,Tyrese Martin,1610612751,BKN,26,Tyrese,35,49,0.714,9,42,0.214,5,12,0.417,2,16,0.125,5,15,0.333,44,121,0.364,0,0,0,7,31,0.226
1630178,Tyrese Maxey,1610612755,PHI,25,Tyrese,206,320,0.644,85,207,0.411,58,130,0.446,5,15,0.333,9,23,0.391,161,422,0.382,0,0,0,14,38,0.368
1642878,Tyrese Proctor,1610612739,CLE,21,Tyrese,17,28,0.607,5,22,0.227,8,16,0.5,4,10,0.4,3,9,0.333,29,84,0.345,0,0,0,7,19,0.368
1630623,Tyson Etienne,1610612751,BKN,26,Tyson,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,4,11,0.364,0,0,0,0,2,0
1626145,Tyus Jones,1610612742,DAL,29,Tyus,8,16,0.5,13,31,0.419,6,12,0.5,4,15,0.267,5,12,0.417,22,83,0.265,0,0,0,9,27,0.333
1642845,VJ Edgecombe,1610612755,PHI,20,VJ,109,190,0.574,38,102,0.373,29,77,0.377,5,26,0.192,8,16,0.5,87,242,0.36,0,0,0,13,42,0.31
1641705,Victor Wembanyama,1610612759,SAS,22,Victor,162,218,0.743,40,104,0.385,59,131,0.45,2,3,0.667,5,15,0.333,66,183,0.361,0,0,0,7,18,0.389
1631246,Vince Williams Jr.,1610612762,UTA,25,Vince,16,40,0.4,25,56,0.446,7,16,0.438,6,17,0.353,6,15,0.4,41,137,0.299,0,0,0,12,32,0.375
1642884,Vladislav Goldin,1610612748,MIA,24,Vladislav,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630249,Vít Krejčí,1610612757,POR,25,Vít,27,37,0.73,20,36,0.556,6,10,0.6,14,27,0.519,13,40,0.325,85,206,0.413,0,0,0,27,67,0.403
1631117,Walker Kessler,1610612762,UTA,24,Walker,14,21,0.667,6,8,0.75,0,0,0,0,0,0,2,2,1,4,6,0.667,0,0,0,2,2,1
1642383,Walter Clayton Jr.,1610612763,MEM,22,Walter,24,46,0.522,30,56,0.536,11,22,0.5,2,9,0.222,1,8,0.125,42,134,0.313,0,0,0,3,17,0.176
1628976,Wendell Carter Jr.,1610612753,ORL,26,Wendell,113,149,0.758,19,66,0.288,21,40,0.525,15,35,0.429,6,31,0.194,36,106,0.34,0,0,0,21,66,0.318
1631111,Wendell Moore Jr.,1610612765,DET,24,Wendell,4,5,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1642954,Will Richard,1610612744,GSW,23,Will,49,63,0.778,9,21,0.429,4,9,0.444,15,37,0.405,11,34,0.324,28,83,0.337,0,0,0,26,71,0.366
1642860,Will Riley,1610612764,WAS,20,Will,43,67,0.642,29,69,0.42,5,28,0.179,2,9,0.222,3,9,0.333,31,92,0.337,0,0,0,5,18,0.278
1630214,Xavier Tillman,1610612766,CHA,27,Xavier,7,10,0.7,4,5,0.8,0,1,0,0,3,0,0,2,0,3,10,0.3,0,0,0,0,5,0
1642905,Yang Hansen,1610612757,POR,20,ang Hansen,15,24,0.625,4,19,0.211,1,4,0.25,0,7,0,1,4,0.25,4,26,0.154,0,0,0,1,11,0.091
1642949,Yanic Konan Niederhäuser,1610612746,LAC,22,Yanic Konan,38,53,0.717,10,14,0.714,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0
1642530,Yuki Kawamura,1610612741,CHI,24,Yuki,1,3,0.333,0,0,0,0,1,0,0,0,0,1,2,0.5,3,11,0.273,0,0,0,1,2,0.5
1642274,Yves Missi,1610612740,NOP,21,Yves,100,161,0.621,12,45,0.267,1,3,0.333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1642258,Zaccharie Risacher,1610612737,ATL,20,Zaccharie,77,125,0.616,19,37,0.514,12,39,0.308,8,22,0.364,14,34,0.412,42,126,0.333,0,0,0,22,56,0.393
1628380,Zach Collins,1610612741,CHI,28,Zach,22,28,0.786,4,11,0.364,2,4,0.5,1,3,0.333,4,6,0.667,4,12,0.333,0,0,0,5,9,0.556
1641744,Zach Edey,1610612763,MEM,23,Zach,38,53,0.717,22,38,0.579,1,2,0.5,0,0,0,0,0,0,1,5,0.2,0,0,0,0,0,0
203897,Zach LaVine,1610612758,SAC,30,Zach,85,120,0.708,38,76,0.5,40,97,0.412,14,33,0.424,11,20,0.55,74,201,0.368,0,0,0,25,53,0.472
1630192,Zeke Nnaji,1610612743,DEN,25,Zeke,47,67,0.701,0,9,0,2,7,0.286,2,7,0.286,2,6,0.333,7,27,0.259,0,0,0,4,13,0.308
1630533,Ziaire Williams,1610612751,BKN,24,Ziaire,47,65,0.723,9,22,0.409,1,6,0.167,7,35,0.2,13,33,0.394,43,127,0.339,0,0,0,20,68,0.294
1629627,Zion Williamson,1610612740,NOP,25,Zion,257,373,0.689,57,161,0.354,6,11,0.545,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
