PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF
1631165,220,Keon Ellis,1610612758,SAC,26,17.3,1.8,4.6,0.395,1.2,3.3,0.356,0.5,0.8,0.591,0.3,1,1.3,0.7,1.3,0.4,0.5,5.3,5.5
201144,221,Mike Conley,1610612750,MIN,24,19.1,1.5,4.3,0.363,1.1,3,0.366,1.1,1.2,0.931,0.4,1.5,1.8,3.2,0.6,0.1,0.7,5.3,7.5
1642274,222,Yves Missi,1610612740,NOP,22,17.5,2.3,4.1,0.56,0,0,0,0.6,1.3,0.5,3.1,2.2,5.3,1,0.2,1,1,5.3,9.4
1642266,223,Ja'Kobe Walter,1610612761,TOR,26,16.5,1.8,4.5,0.405,1.1,2.9,0.382,0.5,0.8,0.7,0.7,1.2,1.9,0.8,0.9,0.2,0.6,5.3,5.5
1629731,224,Dean Wade,1610612739,CLE,27,22.7,1.8,4.7,0.375,1,3.4,0.29,0.7,1,0.704,0.9,3,4,1.6,0.8,0.5,0.3,5.3,8.6
1630592,225,Jalen Wilson,1610612751,BKN,20,14,1.7,4.4,0.379,1.1,2.9,0.362,0.8,1.1,0.762,0.1,1,1.1,0.6,0.3,0,0.5,5.2,3.6
1642461,226,Spencer Jones,1610612743,DEN,23,17.9,2,3.5,0.563,0.7,1.9,0.395,0.4,0.7,0.625,1.1,1,2.2,0.7,0.8,0.3,0.5,5.1,6.7
1641854,227,Craig Porter Jr.,1610612739,CLE,25,16.4,2.1,3.9,0.531,0.6,1.3,0.424,0.3,0.6,0.533,1.4,1.6,3.1,2.4,1,0.6,0.8,5,9.2
1642877,228,Micah Peavy,1610612740,NOP,23,16,2.1,5,0.414,0.4,1.6,0.243,0.4,0.6,0.714,1,1.4,2.4,1,0.6,0.1,0.4,5,5.6
1642345,229,Oso Ighodaro,1610612756,PHX,28,18.3,2.3,3.9,0.582,0,0,0,0.4,0.9,0.385,1.1,3,4.1,1.7,0.9,0.5,1.3,4.9,8.6
1630551,230,Justin Champagnie,1610612764,WAS,24,14.8,1.7,4,0.427,0.4,1.5,0.25,1.1,1.5,0.771,1.8,3,4.9,1,0.8,0.5,0.4,4.9,9
1641722,231,Jordan Hawkins,1610612740,NOP,23,13.9,1.8,5.3,0.336,1,3,0.333,0.3,0.5,0.667,0.3,1.3,1.6,0.8,0.1,0.1,0.4,4.9,3.4
1628396,232,Tony Bradley,1610612754,IND,23,11.3,1.8,3.2,0.568,0,0,0,1,1.3,0.742,1.7,1,2.7,0.6,0.1,0.2,0.4,4.7,6.1
1642363,233,Nique Clifford,1610612758,SAC,24,17.3,1.8,4.5,0.393,0.5,2,0.277,0.6,0.8,0.7,0.5,2.1,2.6,1.3,0.5,0.3,0.9,4.6,5.4
201587,234,Nicolas Batum,1610612746,LAC,27,19.7,1.4,3.8,0.379,1.4,3.6,0.378,0.2,0.3,0.857,0.5,2.3,2.8,0.7,0.9,0.4,0.7,4.5,6.2
1631133,235,Jabari Walker,1610612755,PHI,26,14,1.5,3.5,0.424,0.5,1.5,0.308,1,1.3,0.743,1.3,2.3,3.6,0.5,0.2,0.3,0.5,4.5,6.2
1641740,236,Jaylen Clark,1610612750,MIN,25,14.7,1.6,3.7,0.419,0.6,1.9,0.319,0.7,1.2,0.6,1,1.1,2.1,0.5,0.8,0.1,0.4,4.4,5
1642860,237,Will Riley,1610612764,WAS,20,11.8,1.6,3.5,0.464,0.3,1.2,0.261,0.9,1.2,0.75,0.8,1,1.7,1,0.4,0.1,0.7,4.4,4.8
1630811,238,Keaton Wallace,1610612737,ATL,26,13.7,1.5,3.8,0.4,1,2.4,0.403,0.2,0.4,0.5,0,1.4,1.5,2.7,0.7,0.2,0.7,4.2,6
1642864,239,Hugo González,1610612738,BOS,23,13.3,1.7,3.3,0.526,0.5,1.2,0.444,0.2,0.4,0.444,0.7,2,2.8,0.5,0.8,0.2,0.6,4.2,6
1628418,240,Thomas Bryant,1610612739,CLE,22,8.9,1.5,3.1,0.464,0.4,1.5,0.242,0.8,1,0.818,0.6,2,2.6,0.3,0.3,0.3,0.4,4.1,5.4
1642278,241,Tyler Kolek,1610612752,NYK,23,11.1,1.7,3.5,0.488,0.5,1.6,0.297,0.2,0.3,0.625,0.3,1,1.3,2.3,0.5,0.1,0.8,4.1,5.5
1630534,242,Ochai Agbaji,1610612761,TOR,21,15.9,1.5,3.9,0.395,0.2,1.4,0.172,0.7,0.8,0.824,0.5,1.7,2.2,0.8,0.5,0.2,0.2,4,5
1641737,243,Adem Bona,1610612755,PHI,19,16.5,1.3,2.5,0.532,0.1,0.2,0.5,1.1,1.7,0.625,1.8,2.1,3.8,0.2,0.4,1.6,0.7,3.8,7.2
1627780,244,Gary Payton II,1610612744,GSW,27,11.9,1.7,3.6,0.469,0.3,1.2,0.281,0.1,0.1,1,1,2.1,3.1,1.6,0.6,0.3,0.8,3.8,6.6
1642265,245,Rob Dillingham,1610612750,MIN,25,10.6,1.5,4.4,0.349,0.3,1,0.292,0.4,0.6,0.714,0.2,1.1,1.3,2,0.6,0.1,1,3.7,3.7
203991,246,Clint Capela,1610612745,HOU,23,11.2,1.6,2.8,0.563,0,0,0,0.5,0.8,0.632,2.5,2,4.6,0.4,0.4,0.7,0.5,3.7,7.7
1641871,247,Duop Reath,1610612757,POR,22,8,1.2,2.5,0.5,0.9,1.8,0.487,0.1,0.1,0.667,0.2,0.6,0.9,0.3,0.1,0.1,0.3,3.4,3.3
1630611,247,Gui Santos,1610612744,GSW,22,9.1,1.2,2.7,0.433,0.5,1.7,0.324,0.5,0.7,0.688,0.9,1.2,2,0.7,0.3,0.1,0.8,3.4,4
1630208,249,Nick Richards,1610612756,PHX,24,9.4,1.3,2.5,0.517,0,0,0,0.8,1.2,0.679,1.2,2,3.3,0.3,0.1,0.5,1,3.4,5
1629723,250,John Konchar,1610612763,MEM,22,13,1.2,2.3,0.51,0.4,1.3,0.321,0.3,0.4,0.667,0.5,2.1,2.7,1.2,0.9,0.3,0.3,3,6.5
1630579,251,Jericho Sims,1610612749,MIL,22,15.4,1.4,1.7,0.811,0,0,0,0.3,0.4,0.667,1.5,2.4,3.9,0.7,0.2,0.2,1,3,6.5
1627824,252,Guerschon Yabusele,1610612752,NYK,26,9.6,1.1,2.7,0.394,0.6,1.9,0.306,0.2,0.4,0.6,0.7,1.5,2.2,0.4,0.1,0.2,0.3,3,3.6
1631248,253,Baylor Scheierman,1610612738,BOS,24,11.6,1.1,2.1,0.52,0.7,1.6,0.436,0,0,1,0.3,1.4,1.7,0.7,0.5,0.1,0.4,2.9,4.5
1628371,254,Jonathan Isaac,1610612753,ORL,24,10.3,1,2.4,0.439,0.3,1.1,0.222,0.5,1,0.5,0.9,2.3,3.1,0.1,0.3,0.5,0.3,2.8,4.7
1641763,255,Julian Phillips,1610612741,CHI,22,10.1,1.1,2.5,0.436,0.4,1.4,0.3,0.2,0.3,0.833,0.7,0.6,1.4,0.3,0.5,0.2,0.1,2.8,3.6
203939,256,Dwight Powell,1610612742,DAL,22,11.6,0.8,1.3,0.621,0,0,0,1.1,1.6,0.694,1,1.5,2.5,0.9,0.5,0.2,0.4,2.8,5.4
1626145,257,Tyus Jones,1610612753,ORL,28,14.3,1,2.8,0.342,0.5,1.8,0.275,0.1,0.1,1,0.2,0.6,0.8,2.1,0.6,0.1,0.3,2.6,4
1642868,258,Carter Bryant,1610612759,SAS,20,8,1,2.7,0.352,0.5,1.5,0.3,0.2,0.3,0.667,0.3,1.5,1.8,0.1,0.2,0.1,0.5,2.6,2.4
1641712,259,Rayan Rupert,1610612757,POR,21,8.1,0.7,2,0.357,0.3,1,0.3,0.1,0.2,0.5,0.3,1.2,1.5,0.3,0.3,0,0.4,1.8,2.2
1629599,260,Amir Coffey,1610612749,MIL,20,7.9,0.5,1.2,0.417,0.2,0.6,0.273,0.4,0.4,1,0.2,0.6,0.8,0.4,0,0.1,0.1,1.5,1.9
1628997,261,Caleb Martin,1610612742,DAL,22,9.1,0.4,1.7,0.243,0.1,0.6,0.154,0.3,0.4,0.875,0.5,1,1.5,0.9,0.5,0.1,0.4,1.2,2.5
1642885,262,Mohamed Diawara,1610612752,NYK,19,4.1,0.4,1.1,0.35,0.1,0.5,0.222,0.1,0.2,0.25,0.2,0.6,0.7,0.5,0.2,0.1,0.4,0.9,1.2
